	sequences per sample	iteration	ERR537662	ERR537694	ERR537741	ERR537646	ERR537765	ERR537762	ERR537709	ERR537641	ERR537746	ERR537693	ERR537665	ERR537748	ERR537723	ERR537707	ERR537700	ERR537648	ERR537724	ERR537650	ERR537773	ERR537718	ERR537674	ERR537682	ERR537757	ERR537750	ERR537685	ERR537774	ERR537657	ERR537659	ERR537711	ERR537735	ERR537759	ERR537732	ERR537716	ERR537725	ERR537649	ERR537701	ERR537706	ERR537722	ERR537749	ERR537664	ERR537747	ERR537692	ERR537640	ERR537708	ERR537763	ERR537764	ERR537740	ERR537663	ERR537717	ERR537733	ERR537758	ERR537734	ERR537710	ERR537658	ERR537656	ERR537775	ERR537672	ERR537751	ERR537684	ERR537683	ERR537756	ERR537675	ERR537719	ERR537651	ERR537714	ERR537678	ERR537730	ERR537737	ERR537713	ERR537655	ERR537776	ERR537671	ERR537752	ERR537687	ERR537739	ERR537680	ERR537755	ERR537676	ERR537771	ERR537652	ERR537639	ERR537726	ERR537698	ERR537769	ERR537702	ERR537705	ERR537721	ERR537669	ERR537667	ERR537744	ERR537691	ERR537643	ERR537760	ERR537767	ERR537644	ERR537696	ERR537743	ERR537728	ERR537660	ERR537638	ERR537653	ERR537770	ERR537677	ERR537681	ERR537754	ERR537738	ERR537753	ERR537686	ERR537670	ERR537777	ERR537654	ERR537712	ERR537688	ERR537736	ERR537731	ERR537679	ERR537715	ERR537661	ERR537729	ERR537697	ERR537742	ERR537766	ERR537761	ERR537642	ERR537745	ERR537690	ERR537666	ERR537668	ERR537720	ERR537704	ERR537703	ERR537768	ERR537699	ERR537727
alpha_rarefaction_1009_0.txt	1009	0	347.107142857	337.8	466.0	496.230769231	269.785714286	266.555555556	521.875	311.206896552	281.05	516.625	652.95	270.323529412	321.035714286	324.636363636	447.777777778	337.652173913	388.0	281.363636364	219.647058824	444.526315789	616.096774194	553.956521739	109.0	176.090909091	530.394736842	269.6	350.8125	542.5	422.391304348	461.1875	672.24	320.875	359.75	349.857142857	415.6	243.848484848	483.888888889	325.15	363.055555556	697.333333333	552.956521739	708.0	474.0	402.111111111	559.333333333	414.545454545	327.59375	593.6	296.5	195.0	296.666666667	339.75	412.75	353.857142857	312.222222222	296.714285714	499.03030303	302.235294118	298.675675676	416.107142857	77.5	533.441176471	323.913043478	308.2	391.6	392.24137931	339.0	373.142857143	317.558823529	256.0625	87.5	494.785714286	345.53125	479.181818182	425.035714286	268.37037037	386.272727273	396.0	176.0	282.217391304	522.04	345.551724138	465.0	201.5	543.12	430.875	270.714285714	471.228571429	472.032258065	353.0	409.12	675.666666667	410.965517241	396.896551724	419.647058824	358.37037037	422.391304348	193.391304348	385.0	499.055555556	257.954545455	219.5	597.636363636	423.037037037	317.263157895	369.4	378.454545455	380.037037037	396.714285714	47.3333333333	331.2	295.363636364	474.444444444	169.0	297.235294118	403.083333333	464.303030303	279.035714286	275.130434783	633.25	453.621621622	341.0	433.5	455.772727273	603.757575758	409.115384615	479.333333333	301.235294118	398.516129032	231.12	320.777777778	311.193548387	523.772727273	495.933333333
alpha_rarefaction_1009_1.txt	1009	1	453.375	378.357142857	383.5	525.0	263.028571429	175.222222222	461.657894737	395.8125	237.037037037	561.285714286	548.157894737	279.5	435.047619048	455.0	303.636363636	383.954545455	378.935483871	287.0	210.833333333	378.130434783	589.576923077	418.636363636	58.6666666667	147.5	442.066666667	243.428571429	453.214285714	460.535714286	319.052631579	417.666666667	540.75	309.0	426.476190476	500.954545455	414.136363636	360.125	370.333333333	458.176470588	370.0	530.137931034	577.142857143	467.130434783	490.9375	565.315789474	842.576923077	260.0625	334.794117647	638.848484848	282.666666667	98.0	439.181818182	320.0	423.666666667	434.034482759	372.076923077	379.8125	371.090909091	216.5	321.64	418.933333333	123.0	486.0	364.055555556	380.111111111	440.2	366.7	305.326086957	402.545454545	428.875	276.0	172.0	388.275862069	412.2	457.0	407.176470588	293.037037037	378.954545455	451.375	132.0	255.1875	456.375	457.0	419.333333333	247.3	390.363636364	529.636363636	244.888888889	415.75	414.75	546.0	460.260869565	455.777777778	472.375	418.2	369.681818182	375.043478261	398.625	193.461538462	364.875	360.903225806	405.0	163.1	578.0	537.0	299.206896552	345.142857143	375.333333333	420.0	371.384615385	54.0	610.866666667	376.285714286	347.0	178.142857143	320.0	356.085714286	373.807692308	320.777777778	429.55	378.04	381.583333333	360.161290323	521.6	384.387096774	587.5	398.24137931	625.5	246.368421053	359.4	310.0	422.869565217	341.2	506.5	434.416666667
alpha_rarefaction_1009_2.txt	1009	2	339.083333333	372.028571429	374.1	454.1	468.0	306.25	443.0	316.217391304	250.043478261	447.535714286	594.263157895	261.125	379.3	448.565217391	427.222222222	421.035714286	372.12	259.272727273	222.4	443.076923077	900.055555556	534.37037037	55.5	117.333333333	512.277777778	303.5	363.444444444	547.125	297.045454545	276.037037037	396.666666667	331.285714286	306.391304348	367.384615385	468.44	401.25	547.0	311.2	314.0	466.0	549.5	610.894736842	486.4	485.84	669.785714286	330.096774194	343.5	519.317073171	289.0	169.5	600.6875	275.538461538	550.25	438.677419355	352.44	707.428571429	492.888888889	244.9	287.21875	429.903225806	70.0	439.236842105	356.352941176	321.235294118	425.12	479.916666667	259.0	350.125	373.620689655	273.913043478	32.25	425.529411765	375.043478261	494.0	368.7	247.2	382.272727273	380.384615385	181.428571429	326.166666667	565.681818182	347.896551724	360.483870968	238.75	466.285714286	367.133333333	248.789473684	509.576923077	430.933333333	456.652173913	454.8	675.689655172	412.357142857	368.045454545	369.25	427.12	463.260869565	326.066666667	271.789473684	327.25	358.176470588	186.111111111	612.916666667	378.689655172	291.535714286	427.565217391	231.791666667	520.75	290.0	37.0	346.888888889	311.5	412.038461538	153.142857143	327.571428571	596.291666667	372.129032258	280.105263158	417.545454545	415.476190476	454.52173913	410.052631579	537.37037037	276.28125	459.135135135	331.0	480.096774194	315.647058824	383.555555556	377.833333333	376.130434783	302.0	458.3125	544.0
alpha_rarefaction_1009_3.txt	1009	3	429.111111111	369.0	341.096774194	419.724137931	255.857142857	261.0	797.4	333.789473684	387.071428571	280.5625	582.405405405	307.045454545	340.260869565	375.162162162	421.0625	665.066666667	391.0	235.111111111	201.071428571	423.206896552	801.25	419.5	143.0	111.0	490.7	253.4	514.454545455	514.666666667	335.125	437.0	660.3	289.0	315.96875	383.130434783	433.076923077	418.714285714	506.130434783	389.352941176	310.777777778	616.533333333	503.4	464.5	474.333333333	399.535714286	542.0	438.181818182	415.2	609.677419355	272.375	131.545454545	401.045454545	426.615384615	464.090909091	394.0	349.047619048	358.5625	426.214285714	287.3	418.454545455	406.965517241	167.5	668.954545455	250.55	316.714285714	403.0	347.125	394.913043478	324.5	377.1	330.0	44.0	417.107142857	441.25	398.525	575.954545455	288.535714286	357.136363636	376.0	78.25	300.714285714	463.125	321.206896552	459.913043478	209.545454545	499.037037037	489.193548387	291.5	540.441176471	621.434782609	412.0	383.619047619	516.029411765	373.794117647	356.551724138	324.666666667	380.689655172	521.588235294	303.461538462	258.5	391.551724138	333.0	236.125	512.677419355	421.0	376.954545455	373.041666667	307.222222222	367.129032258	487.333333333	85.2	298.625	372.555555556	466.2	147.875	191.384615385	517.857142857	371.533333333	320.142857143	485.3	456.473684211	485.03125	507.076923077	453.214285714	394.038461538	568.162162162	395.535714286	489.428571429	320.0	406.956521739	359.5625	472.352941176	340.464285714	563.363636364	714.37037037
alpha_rarefaction_1009_4.txt	1009	4	429.903225806	372.451612903	330.117647059	424.107142857	238.666666667	319.066666667	513.833333333	263.7	368.0	429.37037037	519.0	270.785714286	378.0	465.913043478	445.913043478	368.666666667	347.896551724	201.4375	209.052631579	369.6	482.8	560.615384615	74.0	142.4	645.115384615	280.352941176	423.103448276	514.0	451.066666667	507.571428571	549.896551724	304.217391304	382.130434783	428.869565217	469.125	265.785714286	456.0	234.230769231	326.0	575.25	552.035714286	379.916666667	294.0	467.0	858.75	368.24	403.357142857	579.263157895	329.105263158	101.0	373.576923077	366.833333333	470.636363636	425.0	354.416666667	329.75	521.65625	305.5	308.636363636	454.913043478	103.0	549.870967742	319.5	185.5	375.04	484.636363636	305.15625	359.454545455	385.8	226.157894737	44.75	490.230769231	388.9375	561.6	447.0	307.272727273	312.5	490.473684211	133.75	292.956521739	452.2	439.25	363.275862069	208.588235294	527.0	379.270833333	276.772727273	514.576923077	404.34375	404.217391304	386.5	495.216216216	280.15	351.5	436.047619048	366.4	488.954545455	204.0	452.583333333	428.476190476	376.058823529	161.5	511.0	419.230769231	283.136363636	351.0	364.4	393.965517241	305.6	83.0	346.896551724	355.125	329.181818182	90.8	202.375	453.103448276	438.885714286	273.954545455	367.041666667	455.352941176	420.636363636	315.103448276	507.666666667	388.0	747.565217391	453.217391304	387.357142857	255.352941176	427.052631579	331.652173913	466.0	305.363636364	553.375	585.6
alpha_rarefaction_1009_5.txt	1009	5	598.136363636	423.228571429	338.486486486	467.0	257.6	208.352941176	527.04	422.476190476	238.0	453.666666667	481.5	290.5	454.047619048	425.107142857	374.0	472.142857143	312.96875	180.142857143	260.0	362.84	781.476190476	452.033333333	100.0	125.1875	494.275	192.157894737	353.275862069	512.666666667	378.75	350.333333333	594.44	362.789473684	335.785714286	313.823529412	454.0	257.666666667	455.913043478	263.0	310.884615385	660.714285714	522.620689655	470.964285714	359.75	554.05	548.387096774	294.607142857	450.64	527.736842105	281.75	143.75	314.5	321.05	445.807692308	509.12	358.285714286	396.461538462	404.34375	251.833333333	356.785714286	407.516129032	51.5	588.5	218.285714286	256.714285714	400.625	534.166666667	282.7	482.333333333	368.785714286	296.588235294	109.0	421.230769231	379.384615385	346.523809524	424.71875	437.235294118	346.888888889	504.055555556	204.375	290.176470588	472.476190476	305.375	323.5	250.368421053	397.441176471	453.076923077	293.111111111	488.333333333	464.535714286	383.125	574.105263158	523.777777778	431.451612903	317.135135135	372.652173913	312.12	552.214285714	218.0	420.315789474	369.1	270.555555556	219.5	825.344827586	452.55	348.142857143	494.75	315.44	470.44	367.130434783	46.6	449.0	325.272727273	475.130434783	322.75	357.4	500.444444444	394.551724138	292.607142857	355.285714286	567.5	474.333333333	333.486486486	483.5	360.0	411.5	347.433333333	526.464285714	222.545454545	379.115384615	355.75	416.666666667	444.636363636	452.034482759	535.5
alpha_rarefaction_1009_6.txt	1009	6	388.9375	519.142857143	411.565217391	433.875	322.285714286	396.090909091	538.275862069	443.5	367.0	510.777777778	598.161290323	238.12	443.772727273	321.902439024	419.772727273	661.583333333	377.04	331.0	169.882352941	379.666666667	688.037037037	742.473684211	76.0	145.5	536.617647059	236.882352941	394.652173913	441.885714286	435.666666667	508.4	540.275862069	365.789473684	326.25	301.176470588	364.533333333	313.307692308	534.916666667	313.884615385	570.5	423.216216216	448.0	459.517241379	398.5	511.315789474	753.791666667	388.125	376.666666667	591.394736842	332.115384615	86.2727272727	337.107142857	264.0	390.568181818	476.038461538	367.136363636	288.052631579	386.7	211.285714286	326.965517241	768.4	95.0	595.576923077	402.071428571	274.375	400.714285714	429.44	314.096774194	342.05	423.038461538	272.25	72.0	356.37037037	381.5625	392.117647059	366.333333333	280.724137931	305.636363636	474.894736842	116.0	340.473684211	709.5	404.625	310.7	268.058823529	459.885714286	421.129032258	271.833333333	457.214285714	431.875	469.44	352.137931034	624.117647059	403.954545455	349.965517241	337.538461538	417.545454545	340.857142857	226.0	291.3125	391.2	256.541666667	166.5	579.25	386.870967742	345.115384615	375.0	312.307692308	366.041666667	337.2	50.5	464.375	505.315789474	475.5	122.0	267.545454545	446.363636364	487.0	366.5	474.0625	456.8	434.459459459	363.6	623.476190476	345.107142857	464.032258065	370.041666667	454.6	240.25	384.125	286.142857143	419.65	394.217391304	464.885714286	541.0
alpha_rarefaction_1009_7.txt	1009	7	591.055555556	349.6875	394.04	414.357142857	263.137931034	267.789473684	542.0	427.214285714	318.0	419.291666667	471.125	224.0	422.291666667	373.903225806	406.933333333	352.12	318.59375	200.866666667	182.666666667	447.772727273	417.333333333	357.5	164.5	167.545454545	765.791666667	253.153846154	352.96875	400.657894737	399.588235294	482.75	532.0	368.9	360.045454545	284.121212121	425.291666667	308.15625	439.222222222	261.25	289.375	604.555555556	464.527777778	448.115384615	350.4	463.666666667	532.0	285.714285714	462.652173913	551.363636364	362.714285714	109.75	309.833333333	379.176470588	444.363636364	452.617647059	448.55	330.882352941	531.315789474	228.647058824	428.0	516.541666667	57.75	619.615384615	302.588235294	207.55	400.217391304	395.2	251.081081081	309.291666667	367.037037037	294.869565217	71.0	404.12	368.7	412.176470588	587.105263158	294.75	334.166666667	340.193548387	224.0	334.555555556	578.352941176	405.2	311.714285714	285.0	563.375	405.78125	361.0	365.666666667	462.193548387	442.034482759	417.285714286	872.75	337.53125	451.217391304	290.05	316.096774194	300.363636364	319.333333333	405.235294118	504.055555556	201.5	189.875	605.90625	334.833333333	374.230769231	318.517241379	329.6	395.636363636	387.315789474	61.0	339.965517241	328.53125	405.5	137.142857143	399.769230769	392.033333333	486.0	322.235294118	328.206896552	473.636363636	421.5	388.0	533.777777778	499.333333333	483.871794872	344.171428571	921.894736842	349.545454545	259.058823529	298.956521739	361.037037037	413.5	482.038461538	467.135135135
alpha_rarefaction_1009_8.txt	1009	8	401.75	352.5	380.689655172	476.444444444	297.037037037	261.555555556	454.076923077	274.538461538	318.769230769	417.161290323	740.357142857	223.294117647	381.041666667	363.5	357.275862069	359.894736842	461.2	167.461538462	226.105263158	361.043478261	631.043478261	501.275862069	63.2	144.230769231	564.583333333	186.5625	336.5	451.193548387	469.55	419.0	592.111111111	383.666666667	354.677419355	362.275862069	496.8	343.045454545	595.913043478	329.166666667	280.344827586	654.730769231	586.25	573.15	304.884615385	497.0	715.111111111	332.090909091	357.888888889	694.137931034	242.689655172	157.0	378.333333333	345.045454545	455.65625	400.24137931	294.517241379	357.789473684	350.783783784	220.8	410.84	517.04	133.0	492.25	332.235294118	300.230769231	377.0	410.517241379	310.848484848	333.260869565	415.933333333	277.619047619	49.3333333333	420.107142857	357.896551724	449.15	518.541666667	275.774193548	330.5	350.857142857	166.6	290.884615385	410.84	445.115384615	345.277777778	258.058823529	412.6	467.333333333	280.5	531.884615385	495.888888889	380.558823529	319.272727273	604.6	363.433333333	394.142857143	356.125	375.576923077	288.5	162.260869565	341.2	411.5	259.9	113.5	605.0	363.25	380.230769231	326.666666667	300.0	308.923076923	307.636363636	38.25	363.037037037	379.230769231	477.894736842	117.666666667	265.526315789	331.75	285.714285714	354.5625	286.916666667	447.0	491.785714286	355.7	450.214285714	399.272727273	516.161290323	441.142857143	377.065217391	261.714285714	463.2	278.615384615	458.0	369.117647059	474.096774194	520.181818182
alpha_rarefaction_1009_9.txt	1009	9	335.291666667	386.027027027	361.15625	451.25	273.5	232.526315789	501.444444444	285.903225806	282.666666667	452.0	586.636363636	284.78125	383.37037037	446.222222222	533.333333333	347.888888889	329.6	156.555555556	237.55	516.142857143	478.6	454.0	60.0	112.1875	404.076923077	238.473684211	328.0	520.137931034	335.107142857	428.066666667	491.607142857	475.375	422.206896552	312.096774194	414.037037037	304.533333333	495.0	283.24	406.0	576.129032258	526.464285714	408.037037037	343.6	566.391304348	486.275	299.833333333	457.0	567.162162162	353.055555556	145.75	348.130434783	265.538461538	402.857142857	522.136363636	289.5	314.526315789	406.551724138	344.0	315.12	414.933333333	71.0	435.108108108	283.0	453.0	428.75	394.0	359.076923077	435.235294118	443.076923077	288.352941176	65.0	378.285714286	436.391304348	510.65625	508.137931034	272.772727273	247.081081081	417.344827586	137.0	342.588235294	389.24	475.125	351.322580645	316.714285714	425.333333333	429.636363636	289.315789474	397.666666667	413.25	422.55	464.55	617.885714286	327.823529412	394.125	357.4	493.0	347.538461538	314.875	275.545454545	384.5	250.4	185.714285714	615.230769231	450.65	264.275862069	362.333333333	361.0	261.533333333	384.115384615	47.5	415.166666667	391.833333333	402.12	128.428571429	163.272727273	702.066666667	385.555555556	325.157894737	438.315789474	355.774193548	434.41025641	424.0	572.391304348	355.285714286	604.607142857	369.451612903	553.333333333	203.052631579	452.652173913	423.647058824	400.0	335.64	509.5	580.394736842
alpha_rarefaction_2008_0.txt	2008	0	612.433333333	660.0	472.512195122	512.9	393.15625	333.59375	708.208333333	405.607142857	422.228571429	601.12244898	1066.525	355.5	416.108695652	508.549019608	655.125	582.081081081	581.0	297.3	339.875	584.84375	801.118644068	676.139534884	123.428571429	169.2	940.346938776	291.565217391	464.826086957	899.193548387	478.357142857	719.038461538	718.0625	429.885714286	601.129032258	513.026315789	497.0	550.303030303	870.1875	464.46875	545.541666667	672.865384615	661.42	811.0625	589.9375	735.5	787.9	445.8	511.441176471	800.196078431	434.153846154	172.214285714	443.236842105	540.5	661.269230769	577.5	446.972972973	476.5	534.534883721	258.428571429	412.875	633.071428571	153.5	827.02173913	454.75	413.65	637.023809524	567.375	342.06122449	613.166666667	642.885714286	332.323529412	94.0	536.92	495.609756098	761.794117647	705.108108108	368.8	395.578947368	534.333333333	130.9375	445.391304348	686.818181818	563.171428571	578.533333333	235.037037037	698.8	504.25	404.5	697.341463415	546.0	537.386363636	532.736842105	824.8	579.027027027	595.8	596.885714286	456.5	584.7	375.0	435.291666667	541.317073171	397.777777778	247.153846154	704.417910448	602.0	571.666666667	672.37037037	488.115384615	445.256410256	406.87804878	94.4285714286	549.642857143	531.171428571	597.025641026	156.066666667	480.5	661.41025641	583.341463415	420.0	555.777777778	566.0	635.365384615	456.133333333	653.1875	559.0	719.222222222	543.181818182	676.438596491	512.9375	576.0	438.045454545	545.071428571	496.527777778	706.333333333	738.052631579
alpha_rarefaction_2008_1.txt	2008	1	668.636363636	745.774193548	478.636363636	615.025	415.033333333	306.371428571	772.052631579	443.75	387.533333333	790.652173913	681.387096774	360.117647059	659.6875	568.774193548	624.0	566.538461538	432.5	476.1875	295.034482759	687.193548387	869.458333333	772.142857143	178.0	171.714285714	732.3	271.7	664.0	629.0	456.371428571	514.088235294	866.676470588	461.916666667	552.464285714	453.65	565.823529412	516.275	866.724137931	624.2	488.0	805.256410256	878.840909091	605.756756757	461.45	603.088235294	896.489795918	496.076923077	595.363636364	849.568181818	355.433333333	239.0	528.3125	494.333333333	597.6	674.441176471	546.41025641	492.483870968	649.6	294.7	611.0	621.255319149	128.6	836.4	426.038461538	447.12	690.53125	501.5	403.590909091	468.341463415	632.0	486.125	77.2	563.133333333	557.0	535.12244898	601.0	377.666666667	420.6	573.285714286	202.8	687.25	617.023809524	521.923076923	606.0	240.444444444	638.2	646.071428571	418.038461538	696.065217391	577.153846154	715.137931034	733.4	875.411764706	655.322580645	575.166666667	453.365853659	443.153846154	512.783783784	483.1	529.652173913	706.0	379.0	191.0	878.117647059	734.375	571.666666667	540.56097561	519.24137931	596.0	442.027777778	65.5	575.323529412	508.487179487	622.256410256	198.647058824	423.0	533.52	544.0	332.578947368	663.043478261	536.372093023	543.766666667	641.034482759	696.651162791	451.029411765	717.518518519	511.833333333	715.046511628	385.555555556	627.885714286	423.0	620.161290323	477.25	627.024390244	703.784313725
alpha_rarefaction_2008_2.txt	2008	2	624.216216216	668.5	494.021276596	630.893617021	369.325	339.038461538	625.375	414.0	448.125	556.685185185	928.685185185	340.90625	796.384615385	536.738095238	630.139534884	581.035714286	467.416666667	389.4	255.090909091	499.333333333	742.208333333	685.097560976	99.0	173.476190476	858.738095238	291.12	513.578947368	851.384615385	445.451612903	584.529411765	737.411764706	533.275862069	489.323529412	426.279069767	512.595744681	363.733333333	738.634146341	390.171428571	474.103448276	758.195652174	722.5	630.195652174	704.777777778	577.666666667	778.272727273	503.675675676	458.243902439	822.565217391	368.405405405	158.1	363.386363636	339.384615385	780.88372093	681.692307692	558.65	401.277777778	551.9375	337.64	420.318181818	579.157894737	455.0	938.571428571	338.657894737	351.75	788.111111111	564.263157895	488.034482759	451.236842105	523.724137931	338.913043478	121.0	687.464285714	588.0	592.557692308	711.926829268	402.217391304	571.375	571.157894737	164.066666667	392.941176471	566.027027027	673.303030303	503.0	295.24	733.777777778	644.073170732	385.375	764.090909091	603.382978723	488.8	478.219512195	783.568965517	597.22	757.21875	478.885714286	505.578947368	472.23255814	297.956521739	505.307692308	550.418604651	389.666666667	205.882352941	806.054545455	550.372093023	390.5	497.090909091	434.757575758	702.24	510.294117647	102.0	458.5	542.451612903	514.871794872	227.615384615	399.794117647	585.027027027	574.517857143	487.538461538	534.171428571	525.692307692	660.0	542.692307692	614.264150943	505.026315789	688.145833333	511.0	698.022222222	415.956521739	578.166666667	392.96875	563.772727273	554.027777778	624.529411765	949.108108108
alpha_rarefaction_2008_3.txt	2008	3	587.0	556.567567568	524.886363636	702.837837838	432.571428571	358.8125	827.567567568	482.115384615	501.954545455	692.571428571	863.837209302	452.956521739	538.2	589.538461538	580.0	568.0	811.384615385	399.052631579	289.142857143	683.37037037	1126.44736842	696.018181818	159.5	198.153846154	673.230769231	324.230769231	596.583333333	808.87804878	444.923076923	638.59375	763.02	536.617647059	511.763157895	549.303030303	603.0	520.357142857	807.121212121	439.206896552	560.222222222	651.660377358	745.634146341	520.113207547	458.0	647.365853659	819.52173913	535.0	572.166666667	690.428571429	414.875	196.076923077	416.34375	478.344827586	643.632653061	632.972972973	522.6	481.44	486.32	381.0	480.228571429	597.727272727	119.2	755.386363636	377.451612903	353.75	752.5625	569.363636364	377.9	464.166666667	716.0	455.25	128.333333333	646.227272727	632.529411765	505.444444444	565.553191489	356.411764706	442.636363636	541.833333333	186.5	625.0	661.95	621.0	538.3125	281.0	617.181818182	526.654545455	400.129032258	704.027777778	837.730769231	541.028571429	588.037037037	794.375	562.0	572.162162162	489.071428571	552.730769231	499.09375	336.045454545	430.0	794.076923077	452.807692308	201.4375	701.114754098	506.063829787	493.0	509.11627907	462.0	485.692307692	432.657894737	110.0	497.5	599.774193548	568.9	189.1	391.222222222	709.75	564.666666667	349.078947368	491.3125	601.5625	555.967741935	528.972972973	657.8	525.487179487	696.4375	597.294117647	833.972972973	500.789473684	637.375	429.5	486.021276596	527.733333333	596.813953488	772.170212766
alpha_rarefaction_2008_4.txt	2008	4	561.553191489	533.738095238	604.0	648.0	332.340909091	401.954545455	787.75	413.837209302	404.2	574.477272727	848.058823529	315.184210526	556.263157895	623.405405405	614.651162791	458.447368421	490.222222222	321.913043478	249.516129032	529.972972973	875.163265306	735.972972973	99.4285714286	166.0	805.054545455	308.15	467.346938776	675.75	523.5	701.038461538	749.634146341	579.076923077	547.166666667	656.5	633.333333333	398.285714286	881.09375	447.625	638.476190476	632.163265306	751.090909091	702.166666667	700.15625	649.675675676	1040.75	472.428571429	684.24137931	950.219512195	380.848484848	157.571428571	572.666666667	437.037037037	656.269230769	709.6	380.185185185	350.857142857	544.487179487	423.5	454.2	678.333333333	300.0	801.130434783	513.166666667	361.7	606.636363636	597.365853659	453.029411765	475.228571429	544.756756757	594.105263158	91.0	623.0	453.47826087	572.903846154	659.103448276	347.323529412	372.125	580.363636364	245.5	506.2	774.28125	595.026315789	496.333333333	246.666666667	685.027777778	643.818181818	365.5	561.590909091	762.0	727.533333333	605.21875	996.466666667	474.717948718	543.976744186	457.0	443.027777778	504.775	312.956521739	455.0	730.689655172	358.444444444	263.5	752.084745763	529.227272727	557.848484848	522.142857143	528.954545455	624.677419355	461.642857143	79.0	442.384615385	693.7	592.130434783	166.6875	363.7	640.5	549.411764706	465.285714286	491.076923077	490.108695652	481.725806452	597.516129032	709.837837838	491.777777778	659.660377358	579.428571429	763.170212766	360.444444444	580.416666667	332.348837209	604.243902439	480.090909091	640.781818182	737.411764706
alpha_rarefaction_2008_5.txt	2008	5	601.022222222	479.630434783	437.318181818	588.428571429	382.857142857	376.451612903	835.568181818	426.535714286	455.384615385	605.073170732	710.921875	391.115384615	578.8	586.717948718	665.666666667	679.107142857	626.0	414.136363636	240.55	635.885714286	828.489795918	561.692307692	151.5	190.833333333	790.418604651	296.6	622.833333333	737.333333333	631.037037037	515.923076923	729.818181818	559.857142857	615.5	510.285714286	556.0	457.108108108	656.529411765	377.527777778	517.447368421	851.5	848.416666667	638.525	543.285714286	666.022727273	1028.56	482.666666667	527.170731707	806.375	355.529411765	163.066666667	637.6	420.636363636	630.632653061	755.516129032	580.870967742	340.666666667	603.525	355.090909091	491.384615385	476.886792453	155.333333333	738.538461538	409.37037037	465.25	668.228571429	590.8	345.020833333	484.5	465.788461538	291.088235294	197.0	544.659574468	567.717948718	627.0	575.966666667	384.977272727	465.428571429	410.529411765	355.0	474.0	699.090909091	613.238095238	485.428571429	287.5	852.46875	612.666666667	426.0	560.022222222	555.875	583.153846154	593.263157895	841.107142857	511.571428571	627.636363636	484.977272727	595.25	588.025641026	330.5	379.090909091	702.657894737	463.096774194	158.473684211	672.625	594.162162162	430.0	560.0625	499.1	517.923076923	467.682926829	95.4285714286	436.571428571	606.5	541.625	256.3	339.107142857	584.384615385	573.609756098	399.11627907	389.219512195	607.21875	626.226415094	425.522727273	757.775	462.9	648.714285714	720.125	725.063829787	356.896551724	628.363636364	372.2	483.438596491	550.027777778	661.052631579	674.72
alpha_rarefaction_2008_6.txt	2008	6	621.25	470.538461538	505.021276596	640.023809524	374.5	384.041666667	764.477272727	575.956521739	452.384615385	583.727272727	696.303571429	388.171428571	543.774193548	570.125	616.088235294	571.71875	714.171428571	433.375	273.37037037	525.142857143	791.622222222	741.068181818	131.5	207.272727273	906.333333333	348.416666667	576.384615385	748.558139535	479.078947368	635.823529412	726.466666667	493.275	494.0	447.228571429	555.294117647	478.333333333	660.0	407.363636364	480.675675676	979.935483871	906.0	623.340909091	473.923076923	574.097560976	1093.72727273	487.45	515.384615385	923.775510204	459.096774194	140.526315789	696.24	466.6	555.555555556	622.153846154	490.228571429	515.260869565	573.372093023	363.0	462.692307692	746.692307692	119.2	787.234042553	338.035714286	391.636363636	507.775	559.65	429.277777778	424.775510204	527.12244898	393.681818182	58.0	575.166666667	505.318181818	721.75	633.384615385	398.171428571	632.652173913	533.333333333	234.0	367.6875	774.0	582.02173913	481.2	266.884615385	602.468085106	567.118644068	498.888888889	781.886363636	691.692307692	579.166666667	560.363636364	816.80952381	604.363636364	512.285714286	684.037037037	497.527777778	656.5	267.260869565	423.115384615	521.088235294	433.029411765	196.4	816.882352941	624.736842105	491.823529412	432.5	574.25	525.957446809	403.886363636	123.5	445.5	532.085714286	612.837209302	179.230769231	399.222222222	614.405405405	593.071428571	374.125	488.0	652.885714286	597.22	613.9375	570.857142857	521.923076923	836.065217391	494.135135135	745.195652174	494.473684211	673.117647059	372.285714286	623.166666667	453.923076923	686.12244898	827.958333333
