	sequences per sample	iteration	ERR537662	ERR537694	ERR537741	ERR537646	ERR537765	ERR537762	ERR537709	ERR537641	ERR537746	ERR537693	ERR537665	ERR537748	ERR537723	ERR537707	ERR537700	ERR537648	ERR537724	ERR537650	ERR537773	ERR537718	ERR537674	ERR537682	ERR537757	ERR537750	ERR537685	ERR537774	ERR537657	ERR537659	ERR537711	ERR537735	ERR537759	ERR537732	ERR537716	ERR537725	ERR537649	ERR537701	ERR537706	ERR537722	ERR537749	ERR537664	ERR537747	ERR537692	ERR537640	ERR537708	ERR537763	ERR537764	ERR537740	ERR537663	ERR537717	ERR537733	ERR537758	ERR537734	ERR537710	ERR537658	ERR537656	ERR537775	ERR537672	ERR537751	ERR537684	ERR537683	ERR537756	ERR537675	ERR537719	ERR537651	ERR537714	ERR537678	ERR537730	ERR537737	ERR537713	ERR537655	ERR537776	ERR537671	ERR537752	ERR537687	ERR537739	ERR537680	ERR537755	ERR537676	ERR537771	ERR537652	ERR537639	ERR537726	ERR537698	ERR537769	ERR537702	ERR537705	ERR537721	ERR537669	ERR537667	ERR537744	ERR537691	ERR537643	ERR537760	ERR537767	ERR537644	ERR537696	ERR537743	ERR537728	ERR537660	ERR537638	ERR537653	ERR537770	ERR537677	ERR537681	ERR537754	ERR537738	ERR537753	ERR537686	ERR537670	ERR537777	ERR537654	ERR537712	ERR537688	ERR537736	ERR537731	ERR537679	ERR537715	ERR537661	ERR537729	ERR537697	ERR537742	ERR537766	ERR537761	ERR537642	ERR537745	ERR537690	ERR537666	ERR537668	ERR537720	ERR537704	ERR537703	ERR537768	ERR537699	ERR537727
alpha_rarefaction_1009_0.txt	1009	0	35.6087	35.58786	35.28251	38.91784	30.30063	27.61885	42.30647	31.10243	28.74425	35.79405	44.53095	27.70467	34.0343	33.57747	38.53914	33.4394	33.44202	24.54213	21.61042	35.41813	42.20824	39.02434	9.17266	17.28882	42.97902	20.72824	36.70931	38.67675	35.50444	28.39605	38.85804	27.7723	36.30059	34.75026	34.55548	30.09745	37.77862	31.27907	33.30775	38.95544	40.66908	35.0205	31.17003	36.04969	39.53672	34.35073	34.96264	41.23378	30.66733	15.45491	31.228	29.25584	35.87916	34.31149	33.38707	31.09174	39.79898	26.47983	30.51692	35.19443	6.47919	39.65617	31.6386	25.81473	35.22742	35.63253	32.55444	30.53127	34.56188	28.14231	8.06105	37.58543	33.10484	41.02404	35.7502	30.43123	33.21518	34.90239	17.64569	31.3189	34.16219	34.25345	33.71234	25.96758	38.98513	38.03925	30.51426	42.97521	40.34022	30.51168	36.32202	41.93047	36.37722	37.12436	34.19961	34.08286	32.32496	27.56502	27.81233	35.5033	28.58996	15.85363	44.69141	38.66632	31.59507	33.78765	30.2778	35.50156	33.34826	6.9802	32.2929	31.77794	38.39027	16.21242	24.78297	40.32694	40.42847	32.66602	29.9831	34.33438	39.87877	34.04762	38.41709	38.31436	43.72376	34.82021	36.79514	28.2972	33.53354	28.18419	32.69494	28.35697	36.76003	38.19105
alpha_rarefaction_1009_1.txt	1009	1	35.80038	35.38581	35.30165	38.22763	31.97725	27.53008	42.38966	29.69868	28.75459	36.33534	42.46075	27.62784	33.21357	37.12	36.53433	32.27361	35.65844	23.6631	22.13092	33.84265	40.66455	37.68552	8.52372	16.6904	41.68081	21.53339	38.76482	40.99844	31.23845	28.61793	40.30419	27.52825	33.98827	35.92029	32.11376	34.05476	36.25846	32.35695	36.2065	38.38357	38.90428	33.90798	33.16639	36.77933	42.23126	31.71082	34.51204	42.28185	28.56096	13.91635	35.30276	29.40206	35.77066	38.01228	35.83713	28.93151	36.81892	24.46377	31.12158	36.79138	6.93045	39.36016	32.34774	24.79344	35.86224	36.09574	35.99294	31.4095	35.37326	28.22953	7.65797	36.43983	33.39708	39.37277	37.31158	31.10364	33.58964	37.1423	16.95226	29.51603	32.56048	36.32135	33.99923	27.0727	38.49045	38.76143	31.37252	38.26448	38.76169	37.65843	36.9669	42.52536	38.1376	38.32907	33.70076	33.79814	34.07283	23.79457	31.42231	35.46091	30.18846	15.95283	42.04256	39.257	29.87419	32.82416	28.71516	35.89639	34.07389	5.70634	35.42144	33.22274	34.30378	15.73489	24.63043	37.72479	35.75162	33.68965	34.31562	31.23973	36.16649	32.66703	41.36822	36.27009	41.99723	35.51205	39.01443	27.05708	31.2016	31.71	33.80835	32.98116	38.75286	39.01814
alpha_rarefaction_1009_2.txt	1009	2	34.75735	37.65388	36.14307	38.7504	30.50462	28.99588	39.02699	31.11971	28.30748	35.17853	43.21236	25.61121	32.25511	37.06181	35.66544	36.71262	32.89316	23.94135	20.84742	36.84884	39.59527	38.5952	7.06551	16.2814	40.77104	25.56621	36.26721	40.92402	30.8015	27.26852	36.97477	28.38649	32.26238	35.2147	33.41974	33.03633	36.81804	31.59853	34.41957	37.92883	38.84434	36.98603	31.58442	36.6553	40.51072	32.56576	33.10128	42.90129	26.70715	15.19157	36.78065	26.10236	38.20368	39.13699	36.46619	28.95144	38.85726	28.02773	30.0796	37.3601	6.77046	39.86982	31.73485	26.52592	34.72306	38.10353	34.5021	29.17345	33.90626	30.30298	5.86047	36.1855	31.43304	39.01353	35.12658	29.40812	31.58061	35.46909	14.60826	31.29201	34.31593	35.69716	35.35245	24.97827	37.19681	37.73395	27.76207	38.28087	38.07383	34.63402	34.32191	43.06325	39.34591	35.25107	32.65365	34.7917	34.14951	27.65484	27.45625	34.36567	30.65178	15.3367	43.89027	36.55428	28.83589	35.09782	25.63704	34.40743	32.52379	6.94359	32.08495	34.37249	37.15073	14.60412	24.64895	42.29687	34.79511	29.63143	35.61018	31.07935	40.50883	32.26264	38.87347	33.51618	43.29453	35.2388	36.9714	29.09495	34.04449	30.80272	33.46227	29.1367	39.99959	40.61929
alpha_rarefaction_1009_3.txt	1009	3	36.58982	35.27135	34.94795	36.19992	29.18981	25.85357	40.43135	29.88943	29.14149	31.61998	40.16701	27.23665	34.38258	36.03531	37.21631	35.51319	34.6282	22.29164	21.11763	37.6223	41.33707	34.00319	9.38938	15.23397	40.06584	23.93609	38.60389	39.69727	30.09883	27.54345	38.04124	28.0088	33.29476	34.91376	34.89659	33.27047	36.64874	30.67116	33.2333	41.65916	37.55488	36.53221	31.66059	36.05997	39.27976	32.77407	38.15406	42.81401	28.2722	17.87918	34.38796	28.42538	39.8628	37.2791	33.03475	29.87107	36.97081	27.19606	33.43485	34.78314	8.25043	40.7019	28.82151	26.51489	37.93516	37.37322	33.4625	32.53824	37.75341	28.46608	7.49069	35.19713	33.95925	39.63586	38.40574	30.04754	31.80427	34.43117	14.26538	30.35264	34.44111	34.63573	34.22872	23.07508	38.35026	38.65463	30.04026	40.87929	41.02502	36.54507	34.39554	42.12412	37.18974	34.80693	33.44461	33.36471	34.79405	26.4669	30.11022	34.6527	30.13463	17.30895	41.48161	36.48424	30.08816	33.51828	27.65407	33.59915	31.24677	9.1561	31.99212	33.6911	36.65288	16.61132	25.36995	39.94193	34.14256	30.19022	35.92306	31.44296	38.21183	36.8113	37.66348	33.84744	43.86757	37.6988	38.58151	26.17438	33.31126	30.9829	33.51777	30.73768	41.0495	41.3133
alpha_rarefaction_1009_4.txt	1009	4	36.85059	34.85686	35.81108	37.82596	29.67916	30.04897	40.92509	30.48429	31.01429	33.66015	40.47244	25.8113	34.64799	36.28971	35.28309	33.42045	32.27406	25.57987	21.03584	34.99435	39.46045	39.48182	6.77074	16.5985	40.57108	25.17468	36.29332	42.44279	33.1861	27.29522	39.65683	26.95745	34.21316	35.63909	35.66085	30.72459	39.0894	28.09003	31.28591	39.96448	43.45264	37.23754	31.12686	37.18865	41.7502	31.5532	35.049	43.11	27.72324	15.0062	35.54379	30.18111	38.33673	39.34349	33.95035	29.85617	40.68772	25.65315	32.30957	35.93518	7.15461	40.48637	31.68123	22.58911	34.97764	36.42767	32.75685	30.57033	38.78335	27.58341	5.72095	36.09203	33.00937	38.62929	37.68117	29.704	32.29729	34.23449	15.83631	30.52602	33.1604	36.86467	34.74963	27.59324	39.54772	40.44712	29.5162	40.43336	38.1373	35.10848	33.30892	41.07536	34.94864	35.16062	32.82848	33.89069	34.65223	25.18436	28.80272	33.82605	30.81831	13.16118	42.01836	38.90744	28.50467	31.59194	26.64963	33.9146	34.11767	6.89724	33.85671	32.55174	34.8158	14.19588	24.30811	40.32111	38.74476	31.04029	34.00016	30.37871	37.03322	33.42258	37.42563	34.82044	42.43811	37.05135	36.79717	26.69629	32.49069	29.74604	35.09656	29.27561	40.88477	41.95898
alpha_rarefaction_1009_5.txt	1009	5	38.56994	36.76292	37.38756	37.17674	32.13148	25.3622	38.75759	33.3408	28.8298	32.4495	42.26142	26.59899	35.16672	37.4434	33.33547	35.80712	34.50932	26.36844	20.7713	34.11234	40.68052	38.27852	6.72324	15.90145	41.5456	23.05521	37.06332	38.06753	33.49318	28.09388	40.36479	26.80264	32.97825	34.13773	33.14826	30.5975	35.49292	31.05129	34.14328	39.34439	42.96469	35.88263	30.02072	36.60709	39.57989	31.4638	35.01427	42.56324	28.61224	13.37034	33.02452	26.60507	36.98202	37.00366	33.37228	28.66376	37.61529	26.05429	30.44831	36.34068	5.74784	39.61426	28.85191	27.13749	34.48774	36.5106	30.89282	30.59434	35.92901	27.28736	7.09643	36.40619	31.22402	38.57438	37.3011	32.06659	31.64999	33.91142	17.8676	28.42014	33.05562	35.08037	35.65958	30.61422	36.01572	36.06919	32.54144	39.87555	38.01766	32.77507	37.56257	39.66405	38.98256	35.53144	31.34395	33.60471	32.20308	26.49646	31.46148	37.49374	28.5972	18.84653	46.28706	36.79455	29.32868	35.57219	26.6117	35.31857	31.90932	8.40098	33.89021	31.30316	36.85513	15.67884	27.18135	40.85386	36.6213	32.47747	33.29148	31.39498	37.53197	35.21811	40.21787	34.28741	40.06982	33.82455	38.20017	26.93203	33.58141	30.45936	32.61503	30.64545	37.20286	38.17975
alpha_rarefaction_1009_6.txt	1009	6	35.01718	36.69415	35.78991	35.40514	29.87145	28.31137	40.51548	32.76193	29.40878	34.08929	41.42803	24.77172	34.9199	37.7455	34.69343	34.33574	33.36412	23.34431	20.78102	37.204	39.34883	39.04676	7.45595	15.66	41.69506	24.82851	35.15352	39.75737	34.06812	28.59685	40.91049	28.88013	32.51836	33.89495	33.24536	32.50589	37.02374	30.3391	34.76183	39.64879	41.8697	36.41061	29.64862	35.34819	38.92652	32.76488	33.59448	43.77013	30.39725	12.71572	32.63856	28.1939	39.21899	36.33542	34.63455	28.68976	35.35583	25.62164	31.38813	36.85171	7.91945	38.73103	30.1802	27.21251	33.5639	36.03634	31.71032	28.36746	36.65333	29.14362	7.81607	34.26529	33.22258	38.37289	35.96668	30.82393	29.24813	35.3248	16.51294	29.78124	36.47008	35.633	33.72557	26.26342	40.52245	36.42085	30.837	39.46899	39.6411	34.45618	33.58537	42.50431	36.38077	36.04611	33.23754	32.38762	32.06798	24.93368	27.53061	35.85525	29.95915	16.25276	41.76512	36.2722	31.41024	32.05181	27.93982	32.96521	33.35125	7.6833	36.34263	35.71532	38.18226	15.1892	26.14961	39.94795	34.82293	31.71555	33.25208	34.56612	39.10178	32.74133	37.71629	35.18975	39.28135	35.08012	37.12347	28.89402	34.5335	31.28722	32.42254	32.41735	41.20599	40.10391
alpha_rarefaction_1009_7.txt	1009	7	37.59922	34.01369	34.72952	38.54807	33.83302	28.78439	39.39595	30.52718	30.03698	32.25354	40.16	27.04632	34.2834	36.38151	36.39623	32.5564	32.27364	24.19684	19.90545	35.64028	38.4883	36.90897	8.81089	16.39713	40.91108	23.70268	35.9572	36.5941	33.11967	27.54449	40.64892	28.36843	33.66454	32.87019	32.50972	34.10842	38.14961	30.40591	32.36116	41.46244	40.54679	35.9389	31.90981	38.52016	42.18752	31.66198	36.56347	41.75146	30.00873	14.32369	34.79335	27.1595	37.83898	38.2772	36.30816	29.32289	36.24344	24.41855	33.64938	36.61039	7.65143	41.91246	30.62574	25.29755	34.14122	38.57928	31.76837	28.32832	35.57971	29.36013	8.45798	34.03668	32.95334	38.03219	38.5228	29.24215	31.47283	35.95468	15.4754	31.42883	33.93031	37.36529	30.81196	27.76958	39.4015	37.90323	33.50679	38.14518	38.35567	36.43055	35.01198	44.01762	34.0923	35.98598	31.41481	34.43269	31.3058	26.35126	31.65032	35.04033	26.8167	16.36205	42.46297	34.69704	30.56961	32.14291	27.64682	33.49712	32.22558	7.77251	35.23163	33.99503	36.79474	15.52757	26.25598	38.06394	36.0577	31.32034	35.55103	33.21785	38.11766	34.37447	39.00894	35.67961	40.89862	36.50709	39.22311	26.71982	33.13149	29.34833	32.28896	31.13969	36.96767	38.07103
alpha_rarefaction_1009_8.txt	1009	8	35.5862	34.37802	33.44207	37.96952	32.62855	27.73953	38.15382	29.91162	27.00913	34.05982	41.52925	25.62616	33.81962	36.13333	35.51176	31.73774	34.17564	23.1891	22.4224	34.84633	39.17412	38.18414	8.86719	18.20306	43.37171	21.95642	35.48538	39.10142	35.27092	27.42127	40.92375	25.4551	35.44309	35.66782	34.26459	30.67705	40.30588	32.71412	33.03362	41.88448	42.34265	34.91208	31.31326	37.00068	40.37642	33.00116	33.76601	41.829	28.61265	14.79485	32.02734	28.75271	38.74939	36.18449	34.76501	28.11825	36.84047	26.75372	32.749	39.39774	7.29573	42.65533	29.63626	26.50928	33.96735	37.01729	33.37259	30.44345	37.23888	29.99507	6.91414	35.88506	33.58156	39.76331	37.47916	29.2839	30.81224	34.82207	14.41781	31.02291	34.36994	37.91186	36.14428	27.46342	37.48412	37.32578	32.03378	40.08019	39.11759	37.4758	30.6664	42.13028	34.60142	35.59588	32.49914	34.80034	34.5246	23.49413	29.64858	37.39098	28.30302	13.60639	42.47802	35.128	31.44883	33.22247	28.09063	33.47114	32.683	6.43511	34.64514	33.21038	35.88248	13.03485	25.23515	38.77132	31.11081	31.38261	33.03323	30.11407	37.40697	34.83364	37.50971	34.84792	42.83095	34.58406	37.98258	28.92315	36.06521	30.96896	34.81804	33.1248	39.12424	40.89417
alpha_rarefaction_1009_9.txt	1009	9	33.11439	35.64367	35.52104	37.4129	31.09726	28.86623	39.91337	30.56271	29.21785	32.89037	41.15054	27.88088	34.57728	37.60197	36.54753	34.99491	31.68581	23.97048	21.93105	37.58277	39.05972	37.47337	8.00339	15.57555	36.79992	25.2977	35.86111	39.06472	35.95136	26.52067	39.27552	30.17784	35.97237	32.7713	34.66079	32.36023	36.42762	31.37877	32.7847	38.90749	42.58002	35.14745	30.35016	37.87842	40.24617	32.75862	35.2683	42.45466	28.87993	14.68493	33.20966	26.94445	38.32714	35.98555	33.28739	28.12853	36.29113	26.87014	28.71326	35.6211	7.78009	38.06497	28.58931	27.26317	34.9252	36.08065	31.50539	30.51995	38.44317	28.78025	7.00987	36.82302	32.73432	39.64666	39.43165	27.62654	29.89326	38.12572	16.27129	29.95271	33.49799	39.07261	34.21449	26.26784	35.39668	37.62869	31.46093	40.21118	38.47493	34.52553	33.76089	43.75173	35.4666	35.39154	34.63522	35.03492	34.40775	27.07057	29.63326	36.35674	28.78706	17.37553	42.2594	35.80149	29.58647	34.42138	28.06071	31.23502	34.05689	6.69784	35.32185	34.46912	34.67196	13.57522	23.77458	38.48325	35.20292	31.77115	35.08832	32.00401	40.06672	35.27046	38.39271	34.73944	41.08922	34.67994	36.67581	26.67393	33.50575	31.45417	34.06659	31.29318	38.8618	43.78103
alpha_rarefaction_2008_0.txt	2008	0	44.01166	45.7898	43.46904	45.56623	39.63742	35.15751	52.21611	36.2062	40.7355	44.17341	54.57238	35.78018	41.70831	45.88161	46.15655	45.7617	43.33486	30.52737	28.01061	45.65482	52.6962	50.72645	11.45065	20.22848	56.23996	28.66938	45.46387	52.83839	41.83957	36.4255	52.85341	37.52196	43.6957	43.63417	43.39928	41.99136	49.59975	41.33585	40.61669	49.76327	52.02242	49.46142	41.88797	50.2924	51.47722	40.83676	43.39626	52.41855	38.70483	18.20929	40.95	37.20377	50.41812	45.70875	41.51256	36.33428	47.07317	31.75181	41.47952	47.44048	9.26463	54.76311	39.18156	32.80466	48.19994	47.04231	40.89029	43.18652	45.90787	35.37482	9.92173	43.92475	41.29708	46.62541	48.85592	38.21953	39.5858	45.65919	19.4436	36.82741	46.61046	45.39097	42.39617	30.38996	47.77463	45.66235	39.24258	50.30202	50.62	45.09459	45.25183	54.49615	46.8454	47.80765	44.59443	41.01612	43.14895	36.24162	36.47496	46.13697	37.9411	21.01929	54.61186	46.11472	42.39791	43.85566	36.38979	41.32997	41.06396	12.39193	47.47684	43.05615	44.15385	19.52251	33.66267	50.15759	46.47111	38.94061	41.38981	40.7715	47.02371	45.50595	50.74727	45.49384	53.09768	45.03785	48.6382	36.47753	41.60252	36.54313	42.77485	40.21751	51.76293	51.64614
alpha_rarefaction_2008_1.txt	2008	1	48.68355	45.39228	43.87765	47.84641	38.11706	36.42876	51.49349	38.66336	38.05959	40.76552	54.70906	32.93385	46.15132	43.73125	47.45443	46.34153	38.88918	35.54055	27.43432	47.50337	53.51838	50.35898	10.40852	19.42102	52.32181	27.95989	46.71854	50.48096	42.0133	35.98897	51.78279	37.65387	42.57912	43.65928	43.06573	42.33955	48.97863	40.74418	42.51758	50.20639	54.24892	46.13724	42.17621	45.99897	55.32266	42.4283	44.45943	50.66371	34.70339	19.60581	42.57363	37.29568	50.5357	47.39895	44.95687	39.01815	46.81214	33.8415	42.17145	47.73578	8.51999	54.54697	38.00954	35.22482	46.46248	46.00702	42.17654	39.08783	46.99395	38.21021	8.91223	47.04892	41.83991	45.95118	47.14177	36.08225	39.5641	46.36523	20.24122	39.90761	45.01621	46.60614	44.92948	32.4241	51.87507	47.67964	37.12714	51.65591	45.82459	44.83775	41.52726	55.44253	44.6414	46.30186	43.64656	39.10331	41.04887	29.96229	38.88273	45.81747	38.45837	20.0443	56.39653	47.11345	40.84367	44.83423	37.37759	39.75865	41.1062	9.50374	44.32144	43.55445	47.05497	22.78138	33.53073	49.56496	46.98036	38.83111	42.75339	43.30768	46.93439	44.58583	49.78006	43.53802	53.44104	45.10237	48.04269	36.05546	43.1369	36.75366	43.07627	39.69676	48.24835	52.24371
alpha_rarefaction_2008_2.txt	2008	2	48.44183	43.44884	44.31097	50.8014	40.16856	34.00975	51.35883	38.65941	39.30129	43.83292	55.40786	32.77622	46.61312	46.08427	46.4476	42.75202	45.2049	31.48657	27.18899	44.13426	53.08935	47.89194	10.24432	21.54651	53.85645	31.89925	46.01979	52.16063	41.0939	39.08608	52.03516	37.13509	41.79674	41.08847	42.61609	40.25305	50.07532	40.50497	42.54773	53.42848	49.85253	46.82279	42.49319	48.65595	50.30122	40.79998	42.44846	54.56923	37.5075	18.33707	40.79354	35.73186	49.63561	47.59971	44.9754	37.96538	48.44634	33.37371	40.45559	44.7387	8.74384	53.58014	37.87346	35.14126	47.93142	44.29809	41.545	39.95659	43.61968	34.17684	9.61072	45.2113	42.70237	47.63025	50.95979	40.35852	40.11953	47.43027	17.97413	39.09214	42.52292	45.3114	44.09938	32.62158	48.7608	47.00288	39.0546	52.42066	49.07811	46.20065	42.59426	56.40333	47.35533	48.12133	40.28474	41.72973	41.97756	31.38834	40.16452	47.17062	35.91668	21.45911	55.27281	45.47466	37.41111	42.1773	36.85119	44.82094	41.17749	11.08935	42.89262	41.85	44.40227	21.58462	34.88129	46.88948	49.05775	40.4359	43.36143	42.90792	48.37801	43.2904	48.80541	45.24415	54.28684	46.6542	48.28381	36.31044	42.54887	38.62873	44.26425	39.95535	51.86789	53.3479
alpha_rarefaction_2008_3.txt	2008	3	44.67893	45.08304	46.14145	47.32263	40.22119	35.28958	51.89428	37.48746	36.61053	46.22346	50.80158	33.92304	40.28506	46.08761	45.90884	42.90864	44.81009	33.81778	26.58448	46.05053	55.74844	51.74253	8.04477	19.83471	53.46631	30.10518	49.58643	52.66389	41.96074	39.41197	53.8099	36.87393	43.71238	43.16813	45.49831	40.7136	47.73656	37.80479	41.6638	51.8814	53.92845	46.80864	41.25782	47.42039	50.49049	42.54308	45.23431	53.18298	35.14746	19.60699	36.83189	34.92104	47.77153	45.61248	42.95285	37.13778	46.08841	33.30125	39.28028	47.73757	8.94095	50.93541	37.50425	35.02711	47.4101	43.68282	42.15613	39.59144	47.28867	37.25939	10.12474	47.90002	45.27017	46.91636	50.12944	37.902	39.66512	43.09465	18.97587	40.33904	48.85257	48.88004	42.8745	31.69274	44.14288	47.91998	38.30122	48.85598	48.80558	46.39282	42.94513	56.82844	44.03723	46.6286	43.23339	39.02772	40.64289	34.21247	40.35188	47.90391	37.90545	21.4971	54.22456	45.77734	36.37148	46.36064	35.63668	42.89814	42.06233	10.15984	45.9046	44.76644	45.16929	19.9379	31.8246	49.65362	47.26492	38.39679	42.47204	40.76044	49.12866	43.29999	50.55164	44.33141	48.44166	45.77996	47.75424	36.07213	42.33174	38.31136	43.32735	42.09108	48.95903	51.84712
alpha_rarefaction_2008_4.txt	2008	4	47.87934	44.46023	44.59477	46.43568	39.38617	35.38971	52.81415	38.12571	37.09901	43.78857	54.73568	30.14043	43.82759	45.63765	48.93933	44.42791	44.35379	33.88074	25.56517	42.66913	54.27233	50.31846	11.43584	21.69118	53.84339	28.30425	46.1743	50.63953	42.87507	37.0193	49.27432	36.70687	43.80141	45.57898	44.35009	41.72029	49.15747	40.72947	39.9917	50.21027	50.76509	49.00586	41.70102	44.81333	55.97512	40.43058	46.08141	51.60501	36.34895	18.56538	44.01383	35.92204	49.48816	47.66949	43.73535	32.41729	44.73607	34.91884	40.39992	48.63318	9.57489	52.82928	35.91239	34.89336	45.86484	48.08505	39.78391	38.90339	46.23542	36.33483	8.50074	47.05118	41.81984	47.8277	45.64542	36.04769	40.13814	44.14319	20.6323	40.25378	45.62464	47.48603	44.73606	31.72206	48.11796	46.21117	36.89737	48.18546	51.58879	45.02369	45.32513	56.02016	44.2738	45.98528	41.57845	39.62749	44.49153	34.37423	33.74115	47.0068	34.44942	21.52189	55.5711	47.26097	41.62187	45.29498	34.02855	44.72651	42.59642	10.39764	43.48548	44.9469	47.21125	19.20382	33.56426	46.12856	49.22693	38.40715	42.14978	43.6769	47.27025	43.30697	48.94362	46.47999	51.81166	45.19589	49.49268	36.13691	42.08893	38.13363	44.37487	37.82562	50.55153	53.34259
alpha_rarefaction_2008_5.txt	2008	5	46.39871	44.39936	42.28674	45.60402	38.35526	36.11051	53.04693	39.09395	37.8669	43.40481	54.79896	33.29267	44.88523	48.29487	47.81622	45.68419	45.6812	35.67536	25.05834	45.48276	54.7841	48.36167	11.97026	21.57356	51.70593	28.95272	47.01178	49.20711	43.58629	36.84316	52.15433	37.92423	42.00985	44.396	40.98181	41.16716	50.94209	38.56961	42.53559	51.50158	50.73113	46.29867	41.01438	49.60667	54.82643	40.84629	43.84943	54.03414	35.08094	18.59814	43.69406	37.17943	49.21277	46.91363	43.8944	33.62798	45.87977	33.09117	41.09625	45.1887	9.07504	52.7157	38.10375	34.64574	48.45623	46.32905	40.34879	38.74507	46.86604	33.94938	10.67701	46.58624	42.89561	47.22196	51.96701	38.53348	40.10361	42.03508	20.93302	38.81076	44.72095	48.72881	41.89399	32.84548	47.76516	47.95998	38.10507	48.89721	48.809	46.88785	44.82216	56.89723	43.07856	48.14634	42.79723	43.39701	45.82901	34.41819	36.07217	51.17484	38.35713	18.99203	52.18661	46.54523	36.4738	42.10661	36.31654	43.54628	41.26642	9.60452	42.86516	41.86992	44.71464	21.19112	32.20709	47.20823	46.16178	41.91465	41.25615	41.92911	50.56775	42.61427	48.86451	46.57553	53.48819	42.56196	48.03319	35.76582	44.02649	35.90558	44.62108	40.57899	45.31058	50.48004
alpha_rarefaction_2008_6.txt	2008	6	48.48257	45.31328	45.14437	49.79954	39.6336	35.11138	52.77921	38.72758	38.83155	44.15687	53.1259	35.68523	41.68909	48.35233	45.33875	43.90085	45.25143	33.11523	27.23552	45.10776	53.38845	49.37294	10.61833	20.84016	53.95333	29.55159	48.85906	51.26283	41.51184	39.00913	48.99547	38.50115	45.26982	41.78801	41.13602	43.78387	47.76355	38.4978	42.39016	50.59417	51.88698	46.11196	38.51783	46.57234	53.85556	41.51212	44.60564	54.08139	36.5551	20.2088	45.06222	36.88979	48.06687	46.52736	43.3378	38.81514	46.34534	34.59931	40.5132	48.95274	9.06438	53.28543	33.5607	35.5624	45.97636	46.21897	39.40418	39.43837	48.60909	34.55641	10.40662	46.89148	42.40536	48.20645	49.10007	38.76377	40.48894	44.30626	20.28219	36.71239	42.94583	49.29388	43.12343	30.22158	48.78163	47.90409	37.89634	52.50573	50.29477	45.95686	42.54922	53.77874	45.61702	44.21819	44.38775	40.94621	43.92344	33.30573	37.71826	44.73146	39.39107	22.02636	55.09416	49.04187	39.09621	42.16749	37.52573	43.99972	39.27884	10.78357	42.9799	43.4768	46.91488	20.09316	34.70412	48.57391	47.02291	42.05961	42.02231	43.20468	48.44557	43.45505	47.79112	44.54254	54.42973	42.73173	48.78259	36.51563	44.93449	37.00016	44.13733	37.3385	50.75889	54.23153
alpha_rarefaction_2008_7.txt	2008	7	47.47967	44.21567	44.9361	49.51778	39.21181	33.03837	51.73089	38.54638	35.09619	46.89739	52.18258	33.19802	44.35897	42.98077	44.68451	46.87106	44.34407	32.88019	27.80105	44.51476	53.03556	49.18167	9.19062	21.37988	55.53747	29.65837	49.07282	52.26824	42.35791	38.34184	51.25768	36.84591	42.20371	44.14944	42.46377	39.77102	49.81813	40.62113	39.84968	52.26219	51.70933	47.27477	40.00994	47.11497	53.92002	41.02239	42.55476	54.83161	37.28652	18.76915	42.82088	38.55668	48.13103	47.59078	45.15816	34.63014	46.51682	31.76246	43.46546	46.83823	8.32996	51.65438	42.13045	34.43438	45.22421	46.19577	40.44105	38.77718	45.94271	37.4654	9.64937	46.02739	42.99963	48.17699	49.03318	38.18519	40.45224	46.10287	19.59327	37.29074	46.63301	47.29508	42.84145	31.11364	47.20667	45.54792	37.32515	52.25258	49.56345	46.65337	42.95124	57.00608	43.49802	43.62658	41.34643	43.22737	45.55976	32.61216	36.42739	49.71308	35.7258	20.49428	57.35359	51.07218	39.963	43.37342	33.37894	44.52988	39.48349	8.7081	48.38347	42.3618	43.18915	19.12516	32.31155	48.6068	45.8147	40.07299	43.84264	41.77884	48.4937	46.67462	49.31378	44.03091	50.87389	43.40894	47.15344	36.78156	44.24098	37.45707	43.34288	39.90066	50.73255	53.18221
alpha_rarefaction_2008_8.txt	2008	8	44.1979	41.8931	44.41921	47.9258	39.99556	34.07016	51.39883	36.99683	36.34869	43.74221	50.33322	32.38751	43.80982	45.38403	44.25278	44.33487	45.32939	33.65295	29.16504	42.10754	54.52974	51.39487	11.49201	20.87177	55.9217	29.18859	46.62334	53.18104	42.5111	38.42589	51.08438	37.39553	42.15179	45.91597	45.85681	40.71331	48.27086	39.60456	41.27715	51.60257	52.26528	47.10086	41.65161	50.052	54.63225	41.43489	42.8453	55.2346	35.96249	20.05254	40.96712	35.78111	50.96027	44.99132	42.24216	34.55048	46.81071	32.52165	39.09478	43.29278	10.25252	55.4924	37.69184	33.76724	45.36523	46.59607	41.4478	40.09986	44.02578	35.17158	10.06959	49.38871	42.3683	49.2303	47.86593	36.60112	40.50453	44.726	21.12337	38.57106	41.96407	48.40693	41.59437	32.57059	50.19656	44.05613	40.13695	48.27945	49.511	46.17474	42.91853	56.57549	44.69527	45.94731	41.27785	40.58343	42.2429	35.71765	39.13219	47.7796	35.01647	21.76186	57.1326	48.01624	37.94775	46.24594	35.64501	44.7606	41.94066	11.00231	46.02833	44.69276	48.37585	19.76598	33.54016	48.17809	42.57459	40.2318	43.08978	42.65276	50.13518	45.06406	51.08091	44.79597	51.52036	46.24721	49.92213	39.30662	42.30654	36.39515	45.83205	40.85937	50.01001	56.47187
