	sequences per sample	iteration	MVB2015-6269	TR-157	MVB2015-6482	TR-24	MVB2015-6626	MVB2015-6316	MVB2015-6518	MVB2015-6406	MVB2015-6515	MVB2015-6234	TR-23	MVB2015-6608	TR-149	MVB2015-6358	MVB2015-6511	MVB2015-6408	MVB2015-6720	MVB2015-6602	TR-10	MVB2015-6300	MVB2015-6402	MVB2015-6547	MVB2015-6688	TR-17	MVB2015-6528	MVB2015-6710	MVB2015-6612	MVB2015-6654	MVB2015-6350	TR-146	MVB2015-6539	MVB2015-6512	MVB2015-6263	MVB2015-6334	MVB2015-6648	TR-155	MVB2015-6384	MVB2015-6289	MVB2015-6438	MVB2015-6237	MVB2015-6302	MVB2015-6470	MVB2015-6448	TR-130	MVB2015-6332	MVB2015-6561	MVB2015-6344	MVB2015-6424	TR-121	TR-3	MVB2015-6442	TR-6	MVB2015-6494	MVB2015-6595	MVB2015-6704	MVB2015-6630	MVB2015-6378	MVB2015-6291	MVB2015-6614	MVB2015-6530	MVB2015-6532	MVB2015-6420	MVB2015-6535	TR-138	MVB2015-6524	MVB2015-6256	MVB2015-6446	TR-4	MVB2015-6328	MVB2015-6676	MVB2015-6716	MVB2015-6570	MVB2015-6589	TR-137	MVB2015-6466	MVB2015-6370	MVB2015-6542	TR-93	MVB2015-6243	MVB2015-6320	TR-9	MVB2015-6484	MVB2015-6640	TR-101	MVB2015-6581	MVB2015-6580	MVB2015-6680	MVB2015-6322	MVB2015-6249	MVB2015-6464	TR-27	MVB2015-6227	TR-148	TR-22	MVB2015-6668	TR-19	MVB2015-6352	TR-11	MVB2015-6642	TR-25	MVB2015-6299	MVB2015-6674	TR-156	MVB2015-6730	MVB2015-6294	MVB2015-6594	MVB2015-6636	MVB2015-6488	MVB2015-6660	MVB2015-6254	MVB2015-6386	MVB2015-6223	MVB2015-6578	MVB2015-6422	MVB2015-6478	TR-162	TR-154	MVB2015-6374	MVB2015-6418	MVB2015-6508	MVB2015-6228	MVB2015-6582	MVB2015-6444	MVB2015-6458	MVB2015-6428	TR-145	MVB2015-6426	MVB2015-6262	TR-153	MVB2015-6346	MVB2015-6529	MVB2015-6538	MVB2015-6226	MVB2015-6706	TR-147	MVB2015-6496	MVB2015-6440	TR-139	MVB2015-6534	MVB2015-6533	MVB2015-6531	MVB2015-6587	MVB2015-6261	MVB2015-6522	MVB2015-6593	MVB2015-6656	MVB2015-6560	MVB2015-6372	TR-131	MVB2015-6476	MVB2015-6502	TR-2	MVB2015-6726	MVB2015-6551	MVB2015-6274	MVB2015-6308	TR-111	MVB2015-6239	MVB2015-6616	MVB2015-6400	TR-100	MVB2015-6366	MVB2015-6600	MVB2015-6722	MVB2015-6544	MVB2015-6624	MVB2015-6517	MVB2015-6232	TR-136	MVB2015-6354	MVB2015-6732	MVB2015-6364	MVB2015-6404	MVB2015-6696	MVB2015-6430	MVB2015-6604	TR-99	MVB2015-6586	MVB2015-6238	MVB2015-6732_B	MVB2015-6412	MVB2015-6360	MVB2015-6692	MVB2015-6233	MVB2015-6682	MVB2015-6516	MVB2015-6520	MVB2015-6252	MVB2015-6718	TR-161	MVB2015-6220	MVB2015-6620	TR-15	MVB2015-6523	MVB2015-6304	MVB2015-6221	MVB2015-6382	MVB2015-6686	MVB2015-6283	MVB2015-6576	MVB2015-6545	MVB2015-6574	MVB2015-6286	TR-12	MVB2015-6658	MVB2015-6500	MVB2015-6592	MVB2015-6662	MVB2015-6728	MVB2015-6652	MVB2015-6376	TR-21	TR-104	MVB2015-6436	MVB2015-6266	MVB2015-6229	MVB2015-6509	MVB2015-6310	MVB2015-6664	MVB2015-6555	MVB2015-6548	MVB2015-6255	MVB2015-6492	MVB2015-6583	MVB2015-6247	MVB2015-6260	TR-106	TR-117	MVB2015-6702	TR-129	MVB2015-6552	MVB2015-6579	MVB2015-6394	TR-91	TR-112	MVB2015-6342	MVB2015-6251	MVB2015-6694	TR-1	MVB2015-6277	TR-123	MVB2015-6460	TR-109	MVB2015-6563	TR-132	MVB2015-6326	MVB2015-6244	TR-124	MVB2015-6526	MVB2015-6670	TR-135	MVB2015-6414	MVB2015-6537	MVB2015-6564	MVB2015-6348	MVB2015-6712	MVB2015-6678	MVB2015-6708	MVB2015-6698	MVB2015-6293	MVB2015-6498	MVB2015-6672	MVB2015-6388	TR-98	MVB2015-6644	MVB2015-6618	MVB2015-6588	MVB2015-6468	MVB2015-6242	MVB2015-6324	MVB2015-6258	TR-151	MVB2015-6314	MVB2015-6634	MVB2015-6700	MVB2015-6480	TR-13	MVB2015-6472	MVB2015-6490	MVB2015-6340	MVB2015-6336	TR-20	MVB2015-6396	TR-97	MVB2015-6690	MVB2015-6219	MVB2015-6257	MVB2015-6432	TR-14	MVB2015-6410	MVB2015-6610	MVB2015-6501	TR-116	MVB2015-6513	MVB2015-6434	MVB2015-6267	TR-113	MVB2015-6650	TR-90	MVB2015-6556	TR-128	MVB2015-6585	MVB2015-6225	MVB2015-6306	MVB2015-6632	TR-105	MVB2015-6474	MVB2015-6236	MVB2015-6456	MVB2015-6567	MVB2015-6554	MVB2015-6416	MVB2015-6368	MVB2015-6591	MVB2015-6590	MVB2015-6527	MVB2015-6628	MVB2015-6235	MVB2015-6514	MVB2015-6575	MVB2015-6546	MVB2015-6568	MVB2015-6276	MVB2015-6519	MVB2015-6622	MVB2015-6536	MVB2015-6312	MVB2015-6450	MVB2015-6486	MVB2015-6638	MVB2015-6714	MVB2015-6577	MVB2015-6559	MVB2015-6330	MVB2015-6606	MVB2015-6724	MVB2015-6666	MVB2015-6510	TR-119	TR-108
alpha_rarefaction_10_0.txt	10	0	23.0	3.0	12.0	12.0	13.0	7.0	55.0	7.0	7.0	55.0	12.0	11.0	55.0	13.0	55.0	16.0	6.2	12.0	3.0	23.0	5.5	16.0	4.0	55.0	7.0	7.0	3.0	5.5	12.0	6.5	9.0	23.0	1.0	6.5	16.0	5.0	5.33333333333	12.0	13.0	23.0	12.0	13.0	13.0	23.0	8.5	55.0	5.33333333333	23.0	23.0	1.0	8.5	4.5	22.0	22.0	8.0	23.0	29.0	22.0	9.0	4.0	12.0	11.0	4.5	55.0	12.0	23.0	1.0	1.0	13.0	12.0	11.0	23.0	55.0	13.0	29.0	22.0	23.0	11.0	8.0	12.0	5.33333333333	7.0	8.5	55.0	11.0	29.0	16.0	23.0	23.0	13.0	1.0	4.0	13.0	4.0	7.0	29.0	9.0	5.5	5.33333333333	12.0	23.0	2.0	7.0	1.0	23.0	16.0	23.0	12.0	7.0	22.0	7.0	55.0	13.0	9.0	13.0	16.0	4.0	11.0	4.0	55.0	55.0	11.0	8.5	4.0	8.5	2.0	8.0	23.0	22.0	16.0	3.0	7.0	23.0	23.0	1.0	22.0	7.0	2.0	9.0	23.0	13.0	12.0	5.0	7.0	13.0	9.0	11.0	12.0	7.0	23.0	55.0	12.0	12.0	4.0	13.0	12.0	4.0	55.0	6.5	55.0	11.0	16.0	13.0	29.0	13.0	12.0	16.0	23.0	4.0	12.0	1.0	13.0	8.5	7.0	13.0	9.0	22.0	22.0	23.0	7.0	7.0	8.5	7.0	23.0	6.5	12.0	23.0	16.0	7.0	55.0	8.5	13.0	29.0	8.5	12.0	13.0	7.0	7.0	23.0	29.0	22.0	13.0	55.0	23.0	8.0	29.0	23.0	7.0	9.0	8.0	13.0	7.0	3.0	2.0	23.0	12.0	13.0	6.5	1.0	4.0	5.33333333333	13.0	9.0	6.5	55.0	23.0	3.0	55.0	7.0	29.0	13.0	23.0	8.0	5.0	1.0	9.0	23.0	29.0	12.0	12.0	12.0	8.0	23.0	22.0	29.0	23.0	12.0	2.0	6.5	22.0	4.0	23.0	16.0	29.0	12.0	29.0	22.0	9.0	9.0	23.0	16.0	12.0	8.5	22.0	6.5	4.0	7.0	23.0	55.0	6.5	55.0	2.0	23.0	9.0	29.0	22.0	12.0	13.0	29.0	6.5	4.0	55.0	23.0	23.0	3.0	29.0	55.0	29.0	22.0	1.0	13.0	23.0	23.0	8.5	6.5	55.0	2.0	13.0	23.0	5.0	6.5	23.0	12.0	5.5	4.5	5.5	23.0	9.0	23.0	13.0	13.0	16.0	8.0	7.0	23.0	6.5	29.0	3.0	8.5	29.0	6.5	9.0	55.0	22.0	23.0	29.0	12.0	12.0	13.0	23.0	4.0	13.0	12.0	6.5	23.0	6.2	12.0	23.0	1.0	12.0
alpha_rarefaction_10_1.txt	10	1	8.5	2.0	12.0	9.0	7.0	12.0	23.0	12.0	12.0	23.0	9.0	12.0	22.0	29.0	55.0	4.0	8.0	12.0	5.0	23.0	7.0	8.5	4.0	29.0	6.5	7.0	12.0	7.0	13.0	13.0	4.5	23.0	2.0	22.0	12.0	23.0	16.0	12.0	8.0	13.0	5.0	9.0	23.0	23.0	7.0	55.0	7.0	23.0	23.0	2.0	5.5	55.0	13.0	12.0	7.0	8.5	12.0	55.0	12.0	4.0	9.0	3.0	4.5	23.0	6.5	16.0	1.0	1.0	23.0	8.0	12.0	13.0	55.0	4.0	23.0	22.0	13.0	4.0	12.0	55.0	5.0	13.0	5.0	55.0	11.0	13.0	9.0	7.0	29.0	12.0	4.0	4.0	55.0	11.0	13.0	12.0	22.0	8.5	13.0	23.0	55.0	1.0	3.0	1.0	23.0	12.0	23.0	7.0	29.0	16.0	12.0	55.0	5.5	23.0	12.0	8.5	7.0	16.0	4.5	55.0	4.0	11.0	23.0	11.0	12.0	2.0	12.0	55.0	8.5	13.0	13.0	12.0	55.0	23.0	2.0	23.0	12.0	7.0	7.0	55.0	23.0	12.0	12.0	12.0	55.0	7.0	8.0	22.0	2.0	13.0	23.0	5.0	6.5	29.0	55.0	22.0	4.0	55.0	4.5	13.0	7.0	22.0	22.0	29.0	12.0	23.0	23.0	29.0	12.0	22.0	1.0	29.0	7.0	13.0	13.0	12.0	22.0	55.0	23.0	12.0	9.0	7.0	12.0	23.0	29.0	13.0	12.0	11.0	4.5	23.0	13.0	55.0	29.0	29.0	23.0	13.0	6.5	13.0	23.0	22.0	3.0	22.0	23.0	23.0	16.0	8.0	16.0	8.5	29.0	11.0	29.0	8.0	4.0	4.0	23.0	12.0	23.0	3.0	4.0	13.0	9.0	23.0	12.0	16.0	23.0	23.0	23.0	55.0	12.0	23.0	55.0	13.0	6.2	5.33333333333	1.0	22.0	13.0	29.0	23.0	22.0	55.0	8.0	29.0	12.0	55.0	12.0	12.0	2.0	7.0	55.0	3.0	8.5	16.0	29.0	12.0	9.0	16.0	6.5	12.0	55.0	9.0	12.0	5.5	12.0	4.5	7.0	22.0	22.0	23.0	13.0	23.0	1.0	8.0	29.0	9.0	23.0	9.0	13.0	23.0	8.0	8.5	23.0	29.0	23.0	16.0	13.0	23.0	13.0	5.33333333333	2.0	13.0	23.0	23.0	9.0	6.5	55.0	3.0	9.0	12.0	3.0	9.0	23.0	55.0	6.2	12.0	13.0	23.0	13.0	8.5	11.0	55.0	9.0	4.0	5.33333333333	9.0	4.0	9.0	12.0	8.5	23.0	12.0	9.0	55.0	7.0	13.0	12.0	12.0	23.0	29.0	8.5	4.0	12.0	55.0	5.5	8.5	9.0	8.0	23.0	7.0	23.0
alpha_rarefaction_10_2.txt	10	2	55.0	2.0	12.0	2.0	23.0	12.0	23.0	7.0	22.0	23.0	12.0	8.0	23.0	13.0	55.0	8.0	4.0	13.0	5.5	12.0	4.0	7.0	3.0	6.2	9.0	16.0	4.5	5.0	5.33333333333	12.0	22.0	23.0	1.0	9.0	7.0	4.0	4.0	12.0	12.0	23.0	12.0	9.0	6.2	23.0	8.5	13.0	7.0	13.0	55.0	1.0	7.0	13.0	6.5	13.0	4.0	8.5	29.0	13.0	29.0	4.0	29.0	11.0	29.0	23.0	9.0	16.0	1.0	1.0	9.0	8.5	5.5	13.0	55.0	7.0	7.0	7.0	29.0	11.0	9.0	11.0	9.0	7.0	6.5	55.0	22.0	13.0	5.0	6.5	13.0	13.0	7.0	8.5	55.0	4.0	23.0	8.5	11.0	9.0	9.0	11.0	23.0	2.0	1.0	1.0	12.0	13.0	13.0	12.0	29.0	29.0	8.5	23.0	13.0	23.0	55.0	4.5	2.0	29.0	4.5	29.0	11.0	6.5	13.0	4.0	12.0	1.0	6.2	55.0	29.0	29.0	7.0	8.5	55.0	13.0	4.0	13.0	6.5	2.0	13.0	55.0	29.0	13.0	23.0	9.0	9.0	12.0	11.0	16.0	1.0	29.0	13.0	6.5	8.5	7.0	13.0	7.0	2.0	12.0	8.0	12.0	4.5	23.0	12.0	8.5	23.0	13.0	55.0	55.0	22.0	12.0	1.0	8.5	16.0	23.0	12.0	55.0	12.0	12.0	23.0	13.0	6.5	12.0	13.0	8.5	8.5	5.5	29.0	22.0	8.5	23.0	9.0	55.0	55.0	12.0	13.0	12.0	8.0	55.0	55.0	22.0	23.0	13.0	55.0	23.0	12.0	12.0	13.0	7.0	29.0	7.0	12.0	5.0	2.0	2.0	23.0	13.0	23.0	16.0	2.0	11.0	12.0	29.0	29.0	12.0	23.0	23.0	6.5	55.0	23.0	55.0	23.0	13.0	29.0	13.0	1.0	22.0	29.0	7.0	9.0	22.0	23.0	12.0	12.0	22.0	23.0	55.0	7.0	2.0	5.0	23.0	7.0	23.0	6.5	8.5	16.0	9.0	22.0	4.0	5.0	23.0	8.5	6.5	9.0	6.5	9.0	16.0	7.0	12.0	13.0	12.0	55.0	1.0	12.0	12.0	12.0	16.0	7.0	55.0	12.0	55.0	6.2	29.0	29.0	13.0	16.0	9.0	55.0	12.0	29.0	1.0	13.0	23.0	12.0	8.5	11.0	55.0	2.0	12.0	23.0	5.0	7.0	55.0	55.0	5.33333333333	7.0	13.0	55.0	13.0	23.0	13.0	23.0	12.0	4.5	29.0	13.0	5.0	23.0	5.5	8.5	13.0	12.0	8.0	55.0	13.0	13.0	29.0	12.0	5.33333333333	23.0	7.0	11.0	23.0	12.0	3.0	12.0	4.0	29.0	55.0	1.0	23.0
alpha_rarefaction_10_3.txt	10	3	29.0	4.5	13.0	13.0	16.0	7.0	29.0	4.0	12.0	8.5	9.0	6.5	55.0	13.0	23.0	9.0	5.5	5.33333333333	5.0	12.0	7.0	5.0	7.0	8.5	4.0	22.0	5.33333333333	16.0	7.0	8.5	16.0	23.0	1.0	5.33333333333	9.0	55.0	13.0	5.5	12.0	12.0	12.0	13.0	12.0	29.0	23.0	13.0	12.0	23.0	13.0	1.0	12.0	55.0	11.0	13.0	12.0	23.0	22.0	13.0	23.0	2.0	9.0	5.0	22.0	23.0	5.0	12.0	4.0	1.0	12.0	8.5	9.0	12.0	55.0	11.0	7.0	12.0	13.0	9.0	29.0	29.0	22.0	7.0	11.0	23.0	9.0	23.0	5.5	16.0	12.0	23.0	1.0	5.5	16.0	29.0	13.0	23.0	22.0	4.5	13.0	8.5	8.5	1.0	6.5	1.0	8.5	8.5	23.0	23.0	16.0	11.0	13.0	55.0	13.0	7.0	8.5	8.5	2.0	5.0	3.0	13.0	22.0	22.0	29.0	4.0	8.0	2.0	13.0	23.0	29.0	12.0	13.0	9.0	55.0	23.0	2.0	23.0	23.0	11.0	12.0	23.0	23.0	22.0	16.0	16.0	6.5	5.33333333333	22.0	11.0	4.0	23.0	13.0	22.0	8.0	23.0	55.0	7.0	2.0	55.0	8.0	16.0	13.0	9.0	55.0	7.0	12.0	13.0	23.0	23.0	16.0	12.0	1.0	8.5	12.0	7.0	8.5	13.0	13.0	55.0	12.0	22.0	3.0	8.0	29.0	23.0	29.0	8.5	13.0	29.0	4.0	55.0	23.0	8.5	12.0	22.0	7.0	23.0	29.0	29.0	23.0	12.0	22.0	29.0	55.0	23.0	7.0	13.0	12.0	23.0	12.0	4.0	7.0	7.0	1.0	7.0	23.0	23.0	23.0	29.0	1.0	7.0	12.0	23.0	7.0	29.0	13.0	55.0	9.0	13.0	23.0	23.0	23.0	29.0	13.0	13.0	1.0	23.0	55.0	7.0	23.0	16.0	55.0	3.0	55.0	13.0	55.0	13.0	11.0	7.0	3.0	13.0	3.0	23.0	11.0	13.0	22.0	8.5	22.0	3.0	8.5	55.0	22.0	4.0	8.5	22.0	11.0	9.0	16.0	8.5	55.0	13.0	23.0	1.0	22.0	29.0	13.0	6.5	9.0	23.0	13.0	22.0	8.5	12.0	29.0	23.0	6.5	5.0	23.0	55.0	7.0	1.0	23.0	55.0	22.0	55.0	6.5	13.0	2.0	23.0	29.0	3.0	9.0	55.0	55.0	4.0	4.0	13.0	8.5	23.0	23.0	12.0	13.0	6.2	9.0	29.0	13.0	12.0	55.0	16.0	13.0	13.0	12.0	7.0	13.0	4.5	23.0	12.0	6.5	29.0	12.0	7.0	6.5	29.0	13.0	5.5	13.0	9.0	13.0	55.0	1.0	23.0
alpha_rarefaction_10_4.txt	10	4	55.0	7.0	22.0	6.5	9.0	8.0	8.5	4.0	9.0	23.0	8.5	9.0	13.0	8.5	23.0	5.33333333333	7.0	9.0	3.0	23.0	4.0	9.0	4.5	55.0	6.5	9.0	5.0	4.5	9.0	23.0	5.0	23.0	1.0	12.0	5.33333333333	23.0	8.0	5.0	22.0	23.0	12.0	55.0	22.0	55.0	13.0	13.0	8.5	29.0	55.0	1.0	12.0	23.0	6.5	13.0	12.0	12.0	6.5	23.0	23.0	4.0	23.0	16.0	12.0	23.0	6.5	29.0	1.0	1.0	13.0	13.0	12.0	12.0	55.0	23.0	13.0	9.0	13.0	7.0	16.0	7.0	4.5	23.0	29.0	23.0	16.0	13.0	8.5	29.0	23.0	12.0	1.0	5.5	13.0	4.0	12.0	23.0	11.0	4.0	12.0	55.0	23.0	1.0	4.5	1.0	13.0	29.0	12.0	13.0	11.0	6.5	9.0	55.0	22.0	12.0	16.0	12.0	7.0	29.0	5.0	12.0	7.0	11.0	23.0	7.0	8.0	2.0	6.2	55.0	23.0	23.0	12.0	13.0	23.0	55.0	2.0	13.0	8.5	16.0	5.5	55.0	55.0	6.5	16.0	3.0	9.0	4.0	12.0	4.5	1.0	22.0	13.0	13.0	5.5	23.0	55.0	9.0	1.0	13.0	7.0	22.0	4.0	22.0	29.0	12.0	13.0	9.0	29.0	55.0	7.0	22.0	2.0	13.0	29.0	13.0	23.0	55.0	9.0	11.0	23.0	12.0	11.0	8.0	23.0	23.0	22.0	7.0	22.0	13.0	9.0	29.0	23.0	23.0	23.0	12.0	23.0	55.0	12.0	13.0	55.0	13.0	7.0	13.0	23.0	55.0	13.0	11.0	13.0	8.0	11.0	12.0	8.5	8.5	7.0	2.0	23.0	12.0	23.0	16.0	2.0	7.0	23.0	55.0	22.0	12.0	23.0	13.0	22.0	55.0	3.0	22.0	12.0	23.0	12.0	6.5	4.0	4.5	55.0	6.5	23.0	23.0	55.0	16.0	55.0	9.0	55.0	16.0	6.5	4.0	9.0	29.0	7.0	13.0	7.0	22.0	8.0	16.0	55.0	4.5	12.0	13.0	22.0	5.33333333333	3.0	5.33333333333	8.0	4.0	11.0	12.0	23.0	29.0	29.0	1.0	12.0	11.0	8.0	4.0	4.5	6.2	13.0	12.0	13.0	13.0	13.0	22.0	9.0	12.0	23.0	22.0	6.5	3.0	23.0	55.0	23.0	13.0	11.0	55.0	2.0	8.5	12.0	5.33333333333	9.0	23.0	23.0	9.0	9.0	23.0	13.0	29.0	12.0	12.0	12.0	12.0	12.0	12.0	29.0	7.0	23.0	8.0	12.0	23.0	8.5	13.0	22.0	12.0	12.0	29.0	11.0	13.0	22.0	12.0	9.0	23.0	22.0	9.0	29.0	5.5	5.33333333333	13.0	1.0	55.0
alpha_rarefaction_10_5.txt	10	5	55.0	4.0	12.0	6.5	8.5	13.0	23.0	16.0	23.0	29.0	7.0	16.0	29.0	12.0	23.0	13.0	6.5	12.0	11.0	13.0	4.0	13.0	4.0	29.0	12.0	5.33333333333	9.0	6.5	12.0	12.0	8.0	13.0	2.0	8.0	6.5	8.0	8.5	9.0	8.0	7.0	23.0	55.0	13.0	55.0	7.0	55.0	23.0	12.0	55.0	1.0	6.2	23.0	12.0	23.0	13.0	12.0	7.0	29.0	55.0	16.0	16.0	3.0	22.0	23.0	4.0	11.0	2.0	2.0	13.0	7.0	8.5	13.0	55.0	22.0	23.0	9.0	13.0	7.0	29.0	29.0	12.0	3.0	7.0	23.0	1.0	55.0	7.0	29.0	13.0	5.33333333333	1.0	5.5	23.0	4.5	13.0	13.0	4.5	9.0	6.5	12.0	23.0	1.0	7.0	1.0	23.0	22.0	55.0	13.0	22.0	11.0	6.2	55.0	7.0	23.0	12.0	12.0	4.0	3.0	8.0	13.0	6.5	11.0	29.0	4.0	7.0	1.0	12.0	23.0	23.0	22.0	12.0	22.0	55.0	55.0	4.0	23.0	22.0	2.0	23.0	23.0	23.0	9.0	16.0	8.5	12.0	6.5	12.0	22.0	1.0	22.0	55.0	12.0	5.5	22.0	23.0	12.0	1.0	55.0	12.0	23.0	22.0	22.0	6.5	23.0	9.0	23.0	23.0	55.0	23.0	8.5	1.0	23.0	23.0	11.0	8.5	29.0	12.0	22.0	23.0	7.0	4.5	8.5	23.0	55.0	29.0	5.5	23.0	22.0	13.0	23.0	55.0	55.0	11.0	7.0	23.0	23.0	22.0	6.5	23.0	23.0	13.0	12.0	13.0	55.0	13.0	8.5	55.0	8.5	13.0	5.0	13.0	22.0	1.0	2.0	23.0	55.0	23.0	9.0	2.0	3.0	23.0	55.0	29.0	9.0	55.0	23.0	11.0	13.0	4.5	13.0	22.0	29.0	6.2	13.0	1.0	7.0	23.0	13.0	23.0	9.0	55.0	8.0	29.0	8.5	23.0	23.0	12.0	2.0	4.5	23.0	4.5	23.0	4.5	23.0	7.0	5.0	29.0	5.5	8.5	12.0	13.0	5.5	22.0	11.0	5.0	12.0	4.5	13.0	23.0	13.0	8.5	2.0	22.0	16.0	9.0	11.0	7.0	8.5	4.0	22.0	9.0	29.0	23.0	12.0	4.5	13.0	13.0	12.0	8.5	2.0	29.0	8.5	29.0	23.0	22.0	23.0	3.0	29.0	9.0	9.0	5.0	13.0	55.0	12.0	12.0	29.0	12.0	23.0	13.0	13.0	55.0	23.0	5.0	5.5	12.0	9.0	12.0	8.5	12.0	23.0	12.0	55.0	13.0	13.0	7.0	12.0	16.0	7.0	8.5	23.0	9.0	29.0	16.0	7.0	9.0	5.33333333333	9.0	23.0	4.0	55.0
alpha_rarefaction_10_6.txt	10	6	55.0	4.0	7.0	5.5	12.0	22.0	12.0	22.0	22.0	55.0	5.5	13.0	55.0	23.0	13.0	16.0	3.0	5.33333333333	6.5	5.33333333333	2.0	4.0	2.0	55.0	13.0	8.0	9.0	7.0	12.0	12.0	5.33333333333	55.0	1.0	12.0	16.0	23.0	12.0	55.0	9.0	29.0	12.0	9.0	12.0	23.0	12.0	23.0	23.0	23.0	23.0	1.0	12.0	29.0	13.0	23.0	5.0	12.0	12.0	23.0	23.0	11.0	5.33333333333	5.33333333333	12.0	55.0	12.0	16.0	1.0	1.0	13.0	23.0	12.0	16.0	23.0	29.0	4.5	5.0	23.0	4.5	5.33333333333	16.0	23.0	13.0	12.0	29.0	7.0	23.0	6.5	13.0	29.0	12.0	2.0	3.0	13.0	5.33333333333	29.0	12.0	3.0	8.0	6.5	16.0	55.0	1.0	4.0	1.0	9.0	7.0	13.0	23.0	6.5	22.0	12.0	23.0	13.0	12.0	12.0	29.0	2.0	6.5	3.0	13.0	11.0	16.0	12.0	7.0	11.0	2.0	7.0	7.0	22.0	22.0	6.5	5.5	55.0	55.0	4.0	55.0	12.0	2.0	23.0	23.0	23.0	6.2	5.0	8.0	12.0	7.0	16.0	7.0	2.0	23.0	23.0	16.0	7.0	12.0	13.0	9.0	2.0	23.0	11.0	12.0	16.0	16.0	13.0	23.0	12.0	5.5	55.0	55.0	12.0	22.0	1.0	23.0	9.0	29.0	13.0	8.5	12.0	12.0	55.0	8.5	4.0	12.0	23.0	23.0	16.0	12.0	55.0	11.0	8.5	12.0	9.0	13.0	55.0	23.0	23.0	55.0	8.5	8.5	12.0	23.0	8.5	23.0	23.0	23.0	22.0	23.0	13.0	9.0	4.0	7.0	12.0	22.0	2.0	4.0	29.0	13.0	12.0	5.33333333333	1.0	4.0	16.0	55.0	9.0	6.2	23.0	29.0	22.0	55.0	11.0	55.0	9.0	29.0	5.0	55.0	1.0	13.0	55.0	13.0	8.5	22.0	23.0	7.0	23.0	13.0	23.0	22.0	16.0	1.0	6.5	29.0	11.0	55.0	4.0	12.0	23.0	9.0	11.0	4.5	9.0	13.0	13.0	9.0	12.0	12.0	4.5	29.0	8.0	8.5	55.0	13.0	55.0	1.0	23.0	9.0	5.0	16.0	23.0	29.0	23.0	13.0	5.5	23.0	23.0	13.0	5.0	13.0	13.0	13.0	11.0	1.0	55.0	55.0	13.0	13.0	23.0	23.0	1.0	55.0	4.0	29.0	22.0	23.0	55.0	12.0	5.5	22.0	29.0	23.0	12.0	12.0	8.5	12.0	16.0	4.0	22.0	5.5	23.0	8.0	12.0	55.0	29.0	23.0	13.0	12.0	23.0	29.0	7.0	7.0	12.0	13.0	9.0	23.0	12.0	9.0	12.0	23.0	8.5	23.0	1.0	55.0
alpha_rarefaction_10_7.txt	10	7	13.0	6.5	13.0	4.5	22.0	6.5	29.0	5.0	5.5	23.0	9.0	7.0	55.0	23.0	23.0	13.0	5.0	12.0	4.0	23.0	12.0	29.0	3.0	13.0	29.0	16.0	4.0	3.0	9.0	12.0	5.0	55.0	1.0	4.0	7.0	12.0	12.0	8.0	9.0	29.0	16.0	13.0	13.0	23.0	12.0	55.0	23.0	13.0	13.0	1.0	4.0	23.0	3.0	13.0	12.0	7.0	12.0	23.0	7.0	4.0	23.0	7.0	13.0	23.0	7.0	9.0	1.0	1.0	55.0	7.0	5.0	23.0	55.0	11.0	13.0	12.0	23.0	6.5	12.0	23.0	9.0	13.0	16.0	55.0	4.0	23.0	12.0	12.0	13.0	23.0	1.0	3.0	29.0	4.5	23.0	5.0	22.0	7.0	16.0	23.0	13.0	1.0	4.0	1.0	12.0	12.0	23.0	13.0	29.0	29.0	9.0	23.0	23.0	12.0	8.5	22.0	4.0	16.0	5.0	23.0	11.0	22.0	23.0	3.0	22.0	1.0	7.0	23.0	12.0	11.0	55.0	5.0	23.0	55.0	4.0	23.0	13.0	4.0	23.0	23.0	55.0	29.0	9.0	6.5	11.0	4.5	12.0	13.0	2.0	9.0	12.0	7.0	6.5	29.0	23.0	13.0	1.0	55.0	12.0	12.0	11.0	9.0	23.0	13.0	29.0	55.0	55.0	23.0	5.33333333333	6.5	1.0	22.0	13.0	9.0	12.0	12.0	9.0	7.0	23.0	8.5	12.0	13.0	12.0	55.0	23.0	12.0	12.0	9.0	12.0	29.0	23.0	8.5	29.0	55.0	12.0	23.0	9.0	6.5	55.0	23.0	12.0	13.0	5.33333333333	23.0	7.0	5.5	12.0	4.0	6.5	6.5	12.0	5.0	1.0	3.0	23.0	13.0	13.0	9.0	2.0	16.0	12.0	55.0	55.0	12.0	55.0	23.0	9.0	23.0	8.5	22.0	55.0	29.0	6.5	13.0	2.0	23.0	13.0	55.0	29.0	6.5	23.0	12.0	7.0	13.0	23.0	29.0	29.0	2.0	3.0	12.0	16.0	13.0	12.0	8.5	7.0	5.33333333333	5.0	4.5	9.0	55.0	13.0	6.5	16.0	6.5	29.0	6.5	16.0	13.0	13.0	5.33333333333	55.0	2.0	13.0	6.5	9.0	4.0	12.0	13.0	29.0	5.0	7.0	13.0	55.0	13.0	11.0	23.0	13.0	13.0	22.0	2.0	23.0	55.0	55.0	9.0	8.0	23.0	3.0	13.0	23.0	2.0	22.0	8.5	55.0	12.0	7.0	5.33333333333	12.0	13.0	55.0	23.0	12.0	8.5	12.0	12.0	23.0	8.5	23.0	3.0	7.0	23.0	12.0	22.0	12.0	23.0	9.0	23.0	3.0	23.0	6.2	5.5	8.0	13.0	55.0	7.0	6.5	7.0	22.0	55.0	2.0	12.0
