	ERR537662	ERR537694	ERR537741	ERR537646	ERR537765	ERR537762	ERR537709	ERR537641	ERR537746	ERR537693	ERR537665	ERR537748	ERR537723	ERR537707	ERR537700	ERR537648	ERR537724	ERR537650	ERR537773	ERR537718	ERR537674	ERR537682	ERR537757	ERR537750	ERR537685	ERR537774	ERR537657	ERR537659	ERR537711	ERR537735	ERR537759	ERR537732	ERR537716	ERR537725	ERR537649	ERR537701	ERR537706	ERR537722	ERR537749	ERR537664	ERR537747	ERR537692	ERR537640	ERR537708	ERR537763	ERR537764	ERR537740	ERR537663	ERR537717	ERR537733	ERR537758	ERR537734	ERR537710	ERR537658	ERR537656	ERR537775	ERR537672	ERR537751	ERR537684	ERR537683	ERR537756	ERR537675	ERR537719	ERR537651	ERR537714	ERR537678	ERR537730	ERR537737	ERR537713	ERR537655	ERR537776	ERR537671	ERR537752	ERR537687	ERR537739	ERR537680	ERR537755	ERR537676	ERR537771	ERR537652	ERR537639	ERR537726	ERR537698	ERR537769	ERR537702	ERR537705	ERR537721	ERR537669	ERR537667	ERR537744	ERR537691	ERR537643	ERR537760	ERR537767	ERR537644	ERR537696	ERR537743	ERR537728	ERR537660	ERR537638	ERR537653	ERR537770	ERR537677	ERR537681	ERR537754	ERR537738	ERR537753	ERR537686	ERR537670	ERR537777	ERR537654	ERR537712	ERR537688	ERR537736	ERR537731	ERR537679	ERR537715	ERR537661	ERR537729	ERR537697	ERR537742	ERR537766	ERR537761	ERR537642	ERR537745	ERR537690	ERR537666	ERR537668	ERR537720	ERR537704	ERR537703	ERR537768	ERR537699	ERR537727
ERR537649	0.263756373	0.283857705	0.290021989	0.279185861	0.244678778	0.315057683	0.415927627	0.340928896	0.336843585	0.277928386	0.245198716	0.557118399	0.285326185	0.300100249	0.297492027	0.215311448	0.322064421	0.257460109	0.555209069	0.234381129	0.259910761	0.357445271893	0.727529281	0.614736911	0.288661016	0.476834338	0.291058102	0.363475387	0.333554753696	0.495592462919	0.290353778	0.509400061874	0.447838735	0.281434814	0.0	0.195810753	0.240684255	0.346052422	0.52700980478	0.316897821512	0.316391714	0.270691252756	0.205956043	0.298520717	0.322895167	0.31094272	0.296418907	0.373595819	0.49597073514	0.56732368882	0.240728221	0.38740071	0.360400957	0.310924945	0.322948132	0.465538864	0.386493374	0.524302344947	0.317201856	0.26330743	0.695782387053	0.37693418	0.268849351	0.382884735	0.256830835	0.36685154	0.430536682	0.534234305527	0.32170973	0.360489955	0.701138543	0.332542672	0.546309562	0.257502657	0.275698749	0.2536392	0.518018941	0.431050505	0.593103719	0.21758532	0.0760247	0.222835156	0.258368561	0.569946364	0.338511755	0.251948453	0.318075109	0.268784939	0.391600714	0.286431386	0.181644164	0.276368645	0.332261263	0.310446544	0.318203309	0.311746191	0.254792705	0.439768123	0.278833157857	0.220691595	0.323186307	0.660009125685	0.30133473	0.234987058	0.479686672	0.254383838484	0.553291751911	0.304248593	0.247557004	0.773288024072	0.287788955	0.366166581352	0.264922152	0.799863713	0.538432872	0.296401403	0.336072286	0.408332399	0.370493685	0.274488076	0.220057284	0.273538833	0.248298432	0.249421673	0.220128155	0.235402035	0.227370753	0.324646694	0.303418054	0.299689911	0.295686013	0.489452472	0.245419354	0.255843445
ERR537701	0.22343139	0.31790146	0.21856122	0.238622954	0.133275779	0.286402734	0.36717194	0.351780249	0.362554444	0.298887685	0.258885357	0.614508844	0.262670696	0.309850536	0.28084781	0.197024635	0.325141646	0.300606018	0.58422926	0.207700742	0.261523988	0.361980729367	0.763457156	0.685312338	0.294173579	0.522137463	0.247866525	0.324022168	0.30256766713	0.529387655579	0.258647015	0.566626201301	0.395515162	0.233159257	0.195810753	0.0	0.190614382	0.250749631	0.499068939507	0.277926737949	0.259458235	0.233342317948	0.25803577	0.309247686	0.307658172	0.296224745	0.275761166	0.336687974	0.503299650714	0.617140410497	0.153950982	0.488676299	0.365982876	0.261480434	0.271584421	0.516403721	0.315678749	0.527260044151	0.339720601	0.216933119	0.786988924017	0.280249839	0.236231822	0.41475765	0.291223074	0.344768271	0.457591267	0.58985875661	0.335324031	0.301418242	0.77900066	0.325621233	0.587940653	0.242062064	0.273348368	0.268572997	0.563262748	0.370586708	0.632494172	0.224398181	0.239061503	0.226091433	0.225132182	0.529426249	0.284176218	0.24173377	0.228837486	0.268075642	0.322620853	0.288025431	0.189507511	0.267079002	0.281603958	0.245588071	0.28737947	0.257147974	0.249858974	0.506388496	0.235294642383	0.204605226	0.289466084	0.731829536894	0.320403761	0.189134923	0.515095503	0.216956146307	0.580772811759	0.296133714	0.237922317	0.806732251455	0.240443992	0.342133600191	0.240627385	0.828790214	0.593472167	0.257242336	0.344978851	0.345289348	0.36067339	0.278562633	0.222709905	0.271570384	0.182638471	0.254477228	0.199434534	0.18340733	0.267001438	0.288822365	0.302975469	0.276795404	0.277606148	0.540360883	0.211528413	0.25796857
ERR537706	0.216314016	0.308425806	0.262069696	0.239770702	0.211653571	0.327087072	0.29052581	0.335338769	0.360044294	0.335322419	0.213174869	0.57019404	0.187703738	0.270646984	0.22795447	0.209213775	0.248050424	0.322002276	0.540287444	0.214176594	0.248150338	0.287305853416	0.739317528	0.597970016	0.281335191	0.467704185	0.204720633	0.274497916	0.298354530622	0.469873056963	0.223421841	0.512504142194	0.367157746	0.254629877	0.240684255	0.190614382	0.0	0.308585699	0.423068482439	0.27251529339	0.246442911	0.263908303381	0.256270698	0.287864262	0.258554498	0.243072461	0.255632092	0.321068168	0.458483138168	0.574930404273	0.21803769	0.436383101	0.32316179	0.267956684	0.276192523	0.470320135	0.288974149	0.499899028031	0.299806465	0.248877437	0.766495412375	0.278689805	0.27562663	0.414606368	0.297863696	0.298047697	0.373699227	0.511689454518	0.298979375	0.326874342	0.756242016	0.276756491	0.504089985	0.233408728	0.280530874	0.245057265	0.477134658	0.331567856	0.608868324	0.257363515	0.256679809	0.179413191	0.218510414	0.507755227	0.227132392	0.251335458	0.269465454	0.237758208	0.304228503	0.261016639	0.260192445	0.262361732	0.244416482	0.228237519	0.276767558	0.244535798	0.22661987	0.515551764	0.26933151496	0.203168684	0.305767806	0.648563569883	0.287770119	0.210670939	0.428891853	0.257667480079	0.534991808333	0.21682842	0.232803685	0.782635955086	0.233655604	0.296015177124	0.236982673	0.803829694	0.522256219	0.230893382	0.315270849	0.352494752	0.338845	0.288300179	0.241850485	0.24762591	0.220967641	0.224533486	0.212702248	0.223517782	0.196278376	0.334455417	0.233265353	0.237173622	0.18814254	0.498249367	0.157750147	0.214485664
ERR537722	0.274510693	0.460725917	0.343965399	0.339626659	0.209010784	0.212301875	0.339855537	0.267851132	0.400516899	0.30738978	0.309174078	0.700642515	0.303394471	0.412161885	0.344145321	0.27823429	0.384105797	0.369403953	0.626035547	0.278067041	0.338823461	0.440708000719	0.795619403	0.755915783	0.380804756	0.578201982	0.30497853	0.342917499	0.322341084638	0.568112358669	0.401406084	0.623512155877	0.353985237	0.26482698	0.346052422	0.250749631	0.308585699	0.0	0.482320671607	0.361753767227	0.314842478	0.214365393688	0.340773447	0.444931833	0.390591341	0.352181024	0.337083573	0.448962393	0.518806917662	0.629163731534	0.264890369	0.638672794	0.434848311	0.272068683	0.275592604	0.555086796	0.351347554	0.531048434845	0.396946572	0.238445498	0.844291841211	0.301507916	0.318440725	0.310346865	0.325108969	0.368399304	0.500432426	0.662387674588	0.362756418	0.224148405	0.832163771	0.336141382	0.662427282	0.333879827	0.439839685	0.333573848	0.622685843	0.260189583	0.642280987	0.262340106	0.378672048	0.394759754	0.279603685	0.482595444	0.327049443	0.300518285	0.294464585	0.346784213	0.312177902	0.3502359	0.309803276	0.357876667	0.318718475	0.332941904	0.354644985	0.289038235	0.322182109	0.643680547	0.217330232468	0.281287199	0.333943651	0.799038150153	0.391277608	0.326814096	0.55334875	0.348098116469	0.648027039662	0.357521553	0.297654122	0.839219456834	0.321756547	0.346476705982	0.317493358	0.881007501	0.673929438	0.359143187	0.397891564	0.300530097	0.404820701	0.28438477	0.286412822	0.369155293	0.284326306	0.295818631	0.329194465	0.292488069	0.372994329	0.35813533	0.355298438	0.313068945	0.335625049	0.62461781	0.327530976	0.358517317
ERR537749	0.41030524499	0.49158907821	0.470555594307	0.503711834817	0.51232409655	0.573943486982	0.301255923308	0.466244963887	0.512706507744	0.541025064451	0.44499781005	0.566659322347	0.398541447495	0.422531401157	0.367226673597	0.476444074146	0.365107548435	0.589545040178	0.439614610244	0.496650748415	0.427431586766	0.361008286308	0.699962302799	0.572553123053	0.484686993529	0.538104970407	0.458631732257	0.358685297975	0.393952052814	0.427844322775	0.458058997097	0.445512428891	0.341576227757	0.525037521722	0.52700980478	0.499068939507	0.423068482439	0.482320671607	0.0	0.397793399855	0.431733667492	0.423509050864	0.538686496449	0.452891708828	0.43612867313	0.423872791185	0.441925575923	0.40919581483	0.32990239724	0.636680181996	0.488554053716	0.551987652306	0.357579778358	0.43303352456	0.4977619521	0.445548513897	0.348792107658	0.391367954795	0.424868176908	0.464341231995	0.789028158114	0.389851630737	0.511438433277	0.550550870172	0.478496175525	0.373442873698	0.363065281938	0.432697456288	0.434907944323	0.519203419553	0.750045775336	0.386551281124	0.412432948993	0.401907036097	0.502400260108	0.436744401145	0.392642962308	0.408251333761	0.490736730456	0.527410127959	0.531027504518	0.4603936219	0.442717210692	0.230447646037	0.37294054279	0.453442744145	0.494023663763	0.484869980858	0.370513093763	0.439621993535	0.543999614364	0.461391317113	0.423047177691	0.417380972198	0.464874033696	0.409016788991	0.452265153086	0.642704469294	0.456547376326	0.473894671096	0.510342923085	0.664533584113	0.419939581962	0.471502696312	0.388324063069	0.500688784878	0.4387660266	0.387323328329	0.434333762163	0.736487873652	0.476281946746	0.330269433943	0.413290211392	0.781414611071	0.480674953632	0.382920830367	0.428853841786	0.431796965047	0.391111053052	0.412424092477	0.503034921685	0.444732373107	0.481908986964	0.443816696299	0.458043521398	0.494788471078	0.445359073657	0.574888090758	0.425737105115	0.393881992379	0.371097618215	0.522811139904	0.421474645697	0.420124589717
ERR537664	0.199638647924	0.259296837823	0.329446887203	0.268126813336	0.300229192745	0.40087943892	0.260764075725	0.302673782834	0.382991149391	0.365483794563	0.231732923884	0.521462672768	0.256668264199	0.238880078868	0.214457601881	0.227730125796	0.285308049761	0.414284961955	0.480323159288	0.283027371563	0.173906928975	0.243775924185	0.703406274531	0.606920151486	0.299493661042	0.473556617959	0.300091777634	0.244154398157	0.312401440288	0.425056170234	0.279679998525	0.454340575115	0.297924220891	0.323213359001	0.316897821512	0.277926737949	0.27251529339	0.361753767227	0.397793399855	0.0	0.241013609866	0.298306140063	0.336434826976	0.307423528908	0.258483070416	0.273485702397	0.209709761046	0.260289488515	0.378140402604	0.564847653531	0.297018444724	0.459137650197	0.245545671021	0.252631531694	0.29576389967	0.425645863734	0.21431744908	0.460241146394	0.27083716653	0.260331395926	0.735569995999	0.205032731485	0.366910788077	0.381725922258	0.280874103992	0.237391087465	0.348886726267	0.482660574491	0.298570600893	0.35035716261	0.735845593895	0.240208269729	0.47538715787	0.226239018397	0.325294317412	0.242552324233	0.445728181322	0.25323101522	0.570671659567	0.33431473549	0.327017848863	0.331307840092	0.232001323602	0.426452607974	0.253245721795	0.305057788939	0.352599364005	0.235958750012	0.237685693473	0.266117277203	0.360820836377	0.24674046762	0.221614760228	0.230838197091	0.297361271066	0.188370670227	0.232183750205	0.520832896453	0.29522874775	0.24729138856	0.334864831803	0.658442762991	0.17603473309	0.314252764584	0.414905661443	0.310981619801	0.458404630322	0.249511655314	0.258132485637	0.748385442719	0.27416914419	0.259679005854	0.210253246723	0.780653923555	0.513936464474	0.246860996265	0.285322810883	0.310800413281	0.305977816654	0.316522029712	0.289435711814	0.303597252558	0.301063253906	0.240818405154	0.277657803677	0.301000307334	0.29523791061	0.39901820038	0.28779384081	0.227709512085	0.248426643307	0.457200071269	0.248058467353	0.258480361624
ERR537747	0.218834833	0.313171333	0.308585731	0.241881517	0.244208632	0.339717237	0.263146689	0.269709804	0.341671239	0.37461815	0.264998954	0.560390971	0.276546277	0.236092811	0.246768629	0.201574372	0.306572881	0.342727439	0.501347527	0.267716185	0.239728163	0.311719689441	0.705381441	0.642597615	0.320601618	0.454563664	0.232295944	0.280561269	0.258392127871	0.455677694919	0.300220824	0.495171231207	0.336190757	0.322505452	0.316391714	0.259458235	0.246442911	0.314842478	0.431733667492	0.241013609866	0.0	0.290850645792	0.296967159	0.270603297	0.273497689	0.258673888	0.250939563	0.332006181	0.425923542772	0.537716151377	0.255658139	0.466363662	0.300700009	0.293843887	0.237030648	0.430707884	0.272306284	0.465058932082	0.321113568	0.282756336	0.757549796897	0.217671652	0.315504149	0.334915275	0.251413481	0.308274482	0.385236522	0.536386824083	0.28368792	0.259778553	0.746006413	0.277075196	0.540398724	0.254330345	0.348068531	0.242544538	0.502985657	0.268684983	0.587062511	0.268229764	0.332295318	0.29372535	0.258012765	0.47583621	0.240724595	0.320279845	0.304172191	0.228207323	0.282216484	0.256251692	0.333096826	0.241587371	0.234011899	0.113865166	0.281596291	0.204487413	0.253245011	0.508678269	0.278746103456	0.213596369	0.266630221	0.68806794154	0.241823146	0.298770326	0.433726236	0.30721184774	0.51713160012	0.268295355	0.289584002	0.749384200649	0.224937939	0.258275150628	0.235424112	0.794352363	0.546572968	0.270189725	0.269147942	0.295545505	0.293174585	0.327975462	0.297696046	0.261731711	0.243293276	0.197972607	0.277060809	0.269834653	0.281871229	0.300754374	0.266895336	0.237095755	0.268652593	0.476977408	0.257940188	0.263485201
ERR537692	0.230155152466	0.362349713945	0.351904384268	0.356938259602	0.236291395416	0.314091578417	0.314792888201	0.354043970139	0.467410569245	0.209194329004	0.217909918484	0.571097878211	0.196063084954	0.265811407993	0.245460991356	0.267983023281	0.253605649132	0.395405891979	0.535359447392	0.230922078945	0.271924547825	0.339407494616	0.739020387367	0.643360446578	0.258652261339	0.468178019505	0.347948419985	0.358074952457	0.286040069525	0.421695550932	0.356684826596	0.495374183746	0.397792322433	0.206510162007	0.270691252756	0.233342317948	0.263908303381	0.214365393688	0.423509050864	0.298306140063	0.290850645792	0.0	0.350133526992	0.355684649202	0.285771812327	0.243900542931	0.294144430403	0.393255862823	0.384474640062	0.556133846424	0.262314284512	0.515988648065	0.301264163658	0.230042773505	0.343283226168	0.420385694313	0.299618866891	0.475230229054	0.275147653521	0.18920880874	0.777722941663	0.310892211389	0.363634527387	0.411773463297	0.228959933919	0.282225975272	0.371420236847	0.538384898772	0.244119681489	0.309778599895	0.782152629829	0.278393572423	0.530422729755	0.202568231684	0.394787107552	0.210711263295	0.483944220217	0.362786642258	0.588950759234	0.329453486341	0.295784617434	0.304131318102	0.194244127037	0.473313457824	0.352306547631	0.177554104008	0.374446797857	0.289663291087	0.330172226745	0.235609448796	0.226172104104	0.361164003776	0.276688248538	0.285942105928	0.326721717026	0.31095845959	0.221944657993	0.600421944404	0.147119909679	0.307331396778	0.400420255026	0.689579006706	0.269700448658	0.263102994847	0.411477283273	0.323851902573	0.52858293288	0.274246202558	0.186958166274	0.783430638646	0.304691491142	0.214411593499	0.22509212974	0.821320756427	0.538707763895	0.325467991292	0.264263029384	0.410381853722	0.31117636269	0.153060167534	0.249347134442	0.381561981418	0.30778305698	0.293522297796	0.236229563691	0.250438790677	0.278960667263	0.376815668295	0.263773026096	0.223577743504	0.219859456591	0.511764361752	0.254327695744	0.22984470652
ERR537640	0.293769278	0.349190662	0.283726	0.232257314	0.267229591	0.2840172	0.407458118	0.274147459	0.231324068	0.405121273	0.320963081	0.564767918	0.345047568	0.35478975	0.317625152	0.215481379	0.368023072	0.14307485	0.546226684	0.322556532	0.309829042	0.412676389369	0.717559388	0.614332246	0.397443533	0.523037455	0.227549399	0.322841982	0.337538480165	0.548761344162	0.310902427	0.557998712175	0.42392853	0.390306263	0.205956043	0.25803577	0.256270698	0.340773447	0.538686496449	0.336434826976	0.296967159	0.350133526992	0.0	0.290706514	0.387286274	0.354314669	0.32158085	0.409708706	0.546422592657	0.571918258249	0.285306636	0.431588187	0.42622896	0.359041496	0.270452889	0.505637369	0.419726637	0.523835372192	0.371858245	0.353199949	0.68964140849	0.355563647	0.216958496	0.299896326	0.297044216	0.427412801	0.496298857	0.578719398757	0.396855687	0.318567006	0.65521185	0.352500173	0.607704929	0.319157306	0.283802672	0.316546461	0.581243206	0.389282666	0.576307744	0.154092157	0.195444241	0.269063383	0.352655756	0.571118087	0.304370664	0.371166668	0.289196586	0.293978564	0.367108503	0.317843231	0.237388631	0.183673422	0.355881662	0.307340235	0.269083222	0.296522446	0.315009736	0.396269968	0.31988822568	0.169592232	0.228610686	0.642222571379	0.360558317	0.304571943	0.535515881	0.304909292549	0.580378814435	0.323213206	0.301099377	0.769134845785	0.231899354	0.381593129658	0.318518401	0.754697678	0.581919513	0.303876662	0.381695963	0.334233732	0.413423126	0.371869359	0.247465083	0.220326212	0.257248779	0.211491846	0.316536468	0.296079834	0.283297546	0.253740811	0.359671445	0.311025966	0.342886148	0.468787689	0.302448729	0.340581678
ERR537708	0.305457344	0.302838756	0.281312538	0.28300153	0.356247263	0.45092781	0.306952522	0.372263529	0.273239326	0.413184171	0.326921135	0.486742116	0.340683752	0.268973622	0.293101996	0.302962621	0.3536658	0.320443518	0.458395038	0.358125226	0.30597594	0.330403147117	0.661663096	0.57740742	0.390700105	0.423262483	0.278250873	0.343287122	0.322565501912	0.388673707733	0.305797907	0.420775852489	0.351639886	0.408183013	0.298520717	0.309247686	0.287864262	0.444931833	0.452891708828	0.307423528908	0.270603297	0.355684649202	0.290706514	0.0	0.320989204	0.332102149	0.328476294	0.339087542	0.371745494103	0.532070823789	0.314492488	0.326774005	0.26093228	0.38926271	0.335152097	0.386114663	0.320794591	0.426971562547	0.372259373	0.382739791	0.707601295496	0.321704303	0.306806398	0.434162936	0.32322463	0.352172655	0.375289349	0.47727234019	0.302187603	0.41401647	0.66696925	0.343673943	0.478635225	0.30457755	0.283260158	0.302807599	0.444356938	0.392691692	0.516740592	0.330926629	0.307906235	0.237915669	0.343833326	0.500613923	0.296132084	0.371226362	0.32760684	0.294890074	0.368181367	0.318491955	0.292723091	0.231228686	0.351609798	0.259078303	0.297016662	0.308391184	0.322612984	0.353648848	0.372464000694	0.282212464	0.266932292	0.60871307738	0.284846403	0.304614563	0.392545849	0.283958902698	0.465648474968	0.283987282	0.358618687	0.704389652572	0.282541796	0.293414175069	0.261347103	0.715761122	0.479402065	0.23448691	0.263413631	0.365089078	0.302520394	0.366461331	0.362337639	0.23147067	0.307879249	0.299566222	0.3094535	0.31280796	0.323662942	0.295389253	0.341828949	0.335384118	0.31745611	0.399432149	0.302338173	0.316797908
ERR537763	0.261932808	0.290999164	0.36860526	0.302468148	0.300569007	0.413739618	0.29994175	0.362382863	0.459338584	0.308461995	0.194331803	0.52967871	0.155974572	0.211719416	0.18155794	0.255694045	0.184769484	0.452732298	0.519471524	0.276550254	0.250652058	0.262107374185	0.721807778	0.582763974	0.257735749	0.456487709	0.339876547	0.307719526	0.331814776844	0.368184443489	0.265645015	0.438488746992	0.375510554	0.277102917	0.322895167	0.307658172	0.258554498	0.390591341	0.43612867313	0.258483070416	0.273497689	0.285771812327	0.387286274	0.320989204	0.0	0.143143937	0.251844916	0.314092776	0.368134948872	0.561251432756	0.31166546	0.447187833	0.265731656	0.271226626	0.323803541	0.395562551	0.262059937	0.51359077608	0.214372937	0.236923581	0.752683736059	0.264191587	0.415476338	0.43821896	0.28753429	0.242438229	0.354837555	0.464049686788	0.273606385	0.400629818	0.753856742	0.287663085	0.430896935	0.18612394	0.353051654	0.190181377	0.415014218	0.341187068	0.61673452	0.371993823	0.333154771	0.276998747	0.233389144	0.504743475	0.30021462	0.249638784	0.391970908	0.27422401	0.318799521	0.172283795	0.340642521	0.34565118	0.226521694	0.251061037	0.322464592	0.28472236	0.121607692	0.554258052	0.299645829676	0.293016702	0.404814318	0.634040485466	0.242373327	0.289186331	0.405671701	0.348311527647	0.500971957124	0.201989672	0.209989341	0.765277965777	0.286660082	0.239440895736	0.241531215	0.799967798	0.464836711	0.303757246	0.263314563	0.375990006	0.312417422	0.267859753	0.306490159	0.342009496	0.329154923	0.274410664	0.24621005	0.301679784	0.261450876	0.454545331	0.172236185	0.200051784	0.178221732	0.470087027	0.241167787	0.187039692
ERR537764	0.233012811	0.286414727	0.372305283	0.323826533	0.288757596	0.368858407	0.317061031	0.31267744	0.424662199	0.272490228	0.18799508	0.497022383	0.150291673	0.203945517	0.177001487	0.256165912	0.130731851	0.413147179	0.501206593	0.279153429	0.238464815	0.260507471104	0.707266513	0.553742719	0.24942221	0.447339338	0.311385494	0.306348843	0.32968960901	0.344202626971	0.26820028	0.435313919826	0.394077115	0.257460976	0.31094272	0.296224745	0.243072461	0.352181024	0.423872791185	0.273485702397	0.258673888	0.243900542931	0.354314669	0.332102149	0.143143937	0.0	0.246215685	0.360054553	0.36298633795	0.526922000274	0.317296591	0.44479763	0.293048001	0.289814747	0.333613212	0.369386554	0.274571002	0.502896042907	0.162121558	0.230033342	0.743591479459	0.276772782	0.389087073	0.391050487	0.258064175	0.259325568	0.329946548	0.465121728744	0.259773734	0.356694365	0.744353601	0.280732228	0.427138706	0.165133693	0.361449991	0.150115466	0.401303377	0.328963407	0.606981529	0.355251328	0.320682678	0.253856518	0.242989043	0.497347262	0.293095497	0.221791997	0.379702907	0.270123459	0.322869748	0.096128508	0.321396244	0.336793755	0.214456833	0.244047858	0.317913643	0.254092537	0.157539607	0.541231409	0.247354517198	0.301930249	0.384288639	0.614237530552	0.22379802	0.288838494	0.38340773	0.355989570418	0.481208921009	0.179995597	0.149081334	0.750879551428	0.274132357	0.211100925294	0.23827631	0.787896353	0.431899416	0.316169759	0.25645567	0.372315071	0.310245023	0.229742374	0.276957646	0.322515925	0.315511752	0.258938869	0.253115107	0.266945755	0.242855291	0.412022144	0.141771088	0.135296979	0.153945761	0.462840952	0.226976536	0.178876567
ERR537740	0.23690371	0.28703216	0.303116794	0.24770798	0.293560779	0.34503184	0.27950508	0.306740447	0.384022678	0.335406103	0.232470417	0.508614872	0.258876372	0.268858612	0.204133316	0.220074439	0.27958766	0.382950404	0.50723536	0.238419988	0.222027946	0.283114206821	0.682224212	0.582084382	0.300437245	0.465511729	0.289680397	0.26865211	0.312256336665	0.424936802045	0.266477693	0.458127086017	0.34485319	0.288580839	0.296418907	0.275761166	0.255632092	0.337083573	0.441925575923	0.209709761046	0.250939563	0.294144430403	0.32158085	0.328476294	0.251844916	0.246215685	0.0	0.291287054	0.413523654725	0.550516885276	0.281911272	0.452800149	0.300246736	0.249163576	0.288864729	0.425692097	0.247537457	0.475335070212	0.276102555	0.250128931	0.713968212708	0.253692801	0.346526794	0.366130544	0.28845863	0.243432359	0.373873781	0.484954994898	0.294201121	0.32827433	0.715275288	0.256803511	0.484471353	0.247846056	0.311078784	0.222998521	0.45082285	0.311203162	0.580834552	0.314165583	0.300906039	0.303549257	0.249577778	0.489415259	0.27538802	0.301811478	0.310186114	0.21922514	0.248030573	0.230423809	0.328492435	0.27385967	0.135161714	0.239510543	0.267020216	0.205221338	0.228367386	0.527999984	0.285954379876	0.256374526	0.33789425	0.629231491182	0.249247913	0.314098901	0.421167037	0.288329236926	0.478664687486	0.223031066	0.246356165	0.726752860752	0.229612212	0.289729425948	0.279846963	0.757352532	0.499405145	0.273694876	0.288496747	0.306936978	0.295430734	0.302805725	0.258223037	0.309368266	0.267703839	0.238216126	0.285640438	0.283183698	0.294995072	0.400675599	0.235477893	0.214919952	0.243696034	0.457132219	0.260191517	0.264277254
ERR537663	0.315669592	0.306260158	0.359142036	0.278400812	0.385205651	0.49759918	0.322963456	0.419847709	0.434484548	0.437808023	0.326706501	0.5100165	0.349872306	0.31325055	0.322793134	0.316483947	0.365020738	0.47874477	0.500594594	0.367544942	0.280991426	0.299286757257	0.680832906	0.59728684	0.410763275	0.498912375	0.361661569	0.309617468	0.337654898433	0.459819608189	0.324067491	0.456669156294	0.356274044	0.409284187	0.373595819	0.336687974	0.321068168	0.448962393	0.40919581483	0.260289488515	0.332006181	0.393255862823	0.409708706	0.339087542	0.314092776	0.360054553	0.291287054	0.0	0.381835750645	0.593522416122	0.377368296	0.466891863	0.286668058	0.306296836	0.317885229	0.461383489	0.297349901	0.474556678955	0.348283567	0.344616105	0.716527631531	0.294797301	0.433304682	0.498379236	0.3704681	0.299986309	0.396234305	0.501675227638	0.380162777	0.44650583	0.700880502	0.346414609	0.482659153	0.326577482	0.353309662	0.324283583	0.46266626	0.360695534	0.559539636	0.398135141	0.383098173	0.357921677	0.33476541	0.444496291	0.330327624	0.384748858	0.393906358	0.297936474	0.309096721	0.357853357	0.398285181	0.317286344	0.297064858	0.308017679	0.358026302	0.299845954	0.320624062	0.526043062	0.418316182431	0.326939264	0.396265228	0.650980757631	0.299013865	0.370237519	0.448416503	0.361587279098	0.479125579176	0.336803528	0.360465485	0.724317338316	0.32277879	0.356207904552	0.301541125	0.743105774	0.531922605	0.290376484	0.372562561	0.349743486	0.350476562	0.393214587	0.401111895	0.364509072	0.356211711	0.312129876	0.346066682	0.350235984	0.374817444	0.461438347	0.376474033	0.342709386	0.332225672	0.446521529	0.318743935	0.345297388
ERR537717	0.408714224392	0.43064152146	0.513750562215	0.506904790756	0.511100082877	0.597743421471	0.367562592965	0.504225522013	0.551283748269	0.474440819677	0.401574485784	0.412923396454	0.371744377659	0.364110874936	0.343950406551	0.463879961105	0.365205448944	0.602062843212	0.354721327753	0.483538901144	0.396119161636	0.351451542457	0.575511432913	0.526754849435	0.453064222411	0.428841137856	0.517776492393	0.426998159797	0.401634280858	0.276976061953	0.459794579834	0.263395210859	0.389056936053	0.491676313556	0.49597073514	0.503299650714	0.458483138168	0.518806917662	0.32990239724	0.378140402604	0.425923542772	0.384474640062	0.546422592657	0.371745494103	0.368134948872	0.36298633795	0.413523654725	0.381835750645	0.0	0.540656273964	0.502704887627	0.458248683175	0.265975127528	0.437050674657	0.518506730006	0.30400143808	0.353803187662	0.340006033603	0.360282571839	0.414846094915	0.677836045593	0.40955814647	0.58168182749	0.553586243158	0.392736716148	0.357223393486	0.346134402822	0.385472247235	0.337527727786	0.539296890347	0.671388385932	0.409622828112	0.376819142257	0.368808070452	0.501837497088	0.346978412476	0.360049680926	0.44630897126	0.42458593635	0.549621695616	0.501291205234	0.468660120737	0.400458366254	0.374910880706	0.445288509816	0.431351416365	0.561537532202	0.435206243736	0.414196634445	0.35813221213	0.503319490382	0.472360608316	0.413797882935	0.404070702373	0.459656277462	0.431365336267	0.377454165215	0.600377336145	0.415915612563	0.483677915685	0.540990624738	0.5847636385	0.361869384243	0.489988466085	0.305340847015	0.513053248325	0.343283082362	0.36411719185	0.391537794066	0.62360308774	0.459686174536	0.251964152415	0.360715851298	0.721809412558	0.424469998786	0.395388859073	0.321104493895	0.500176746842	0.295161375967	0.32489736593	0.504903376775	0.50463135687	0.511325503252	0.455325764187	0.439092771986	0.456378921066	0.479738519456	0.583529864257	0.397968219288	0.360103272046	0.355745101831	0.381338101902	0.435143178328	0.422004963034
